Starters,Anthony Tolliver,Brandon Clarke,Bruno Caboclo,DaQuan Jeffries,Dakota Mathias,De'Anthony Melton,Desmond Bane,Dillon Brooks,Dusty Hannahs,Gorgui Dieng,Grayson Allen,Ja Morant,Jae Crowder,Jaren Jackson Jr.,Jarrett Culver,Jarrod Uthoff,John Konchar,Jon Teske,Jonas Valančiūnas,Jontay Porter,Jordan Bell,Josh Jackson,Justise Winslow,Killian Tillie,Kyle Anderson,Marko Guduric,Sam Merrill,Santi Aldama,Sean McDermott,Shaq Buchanan,Shaquille Harrison,Solomon Hill,Steven Adams,Tim Frazier,Tyrell Terry,Tyus Jones,Xavier Sneed,Xavier Tillman Sr.,Yuta Watanabe,Yves Pons,Ziaire Williams
Jordan Bell,-0.01778025456494614,-0.12185129964393503,-0.016831558453666393,-0.005760555989610789,-0.005760555989610794,-0.005040202377113051,-0.09097681301999987,-0.002272827835675919,0.9482963172887249,0.2822573724134678,-0.05414838089517506,-0.030484254854550915,-0.03493090471011207,-0.10467886961740543,-0.0274204056324501,-0.00576055598961079,0.08335604634674469,,0.01422919937970183,-0.01228203428691378,1.0,0.24866214457899982,-0.024148135471403764,-0.03109178585668614,-0.019887774532145196,0.21761479111458873,-0.011795182540373698,-0.021966149398738345,-0.015225665295588343,-0.005760555989610788,,-0.034471782603885795,-0.048999160626565195,-0.008163265306122438,-0.005760555989610789,0.0194406236547299,,-0.06247938189740963,0.09176003467637532,-0.01033261956826275,-0.04565925008923855
Josh Jackson,0.3697002640521741,-0.14680003115521037,-0.04724979466289208,-0.01617111620427014,-0.016171116204270128,0.018689083483115477,-0.2553914271285425,0.004411931717917207,0.19514172399586438,0.3578266294241083,-0.1386552688268117,-0.009184275943427427,-0.025538917616728378,-0.16848718374104987,-0.07697495982163571,0.3065978294486366,0.05378033996821043,,0.14895106631554408,-0.034478304531145074,0.24866214457899982,1.0,-0.06778899563319958,-0.08728131155977611,-0.010784845068046885,0.14456645758674885,-0.033111607257175255,-0.061663692728270166,-0.04274170813135637,-0.01617111620427014,,-0.05843960163064782,-0.13755115336660756,-0.02291603659606335,-0.01617111620427014,0.16383475704629646,,-0.1753930257524058,0.34744266431199033,-0.029005879299539926,-0.12817530813424063
Justise Winslow,-0.05259659950391972,-0.02925336575028292,-0.04979021733241337,-0.01704056908739667,-0.01704056908739667,0.12390073428186263,-0.03643614550539387,-0.015894832463274715,-0.022899587936921473,0.06964205879792205,0.05182186985812678,-0.021531000140628094,-0.10333073683711398,-0.2597137037945088,-0.08111357956192292,-0.01704056908739667,0.05232627981389521,,0.05030954938081575,0.42657695569940635,-0.024148135471403764,-0.06778899563319958,1.0,0.2770500816121496,0.030251345626227052,-0.08507746863262265,-0.034891879072122836,-0.06497909005456397,0.08476582154360872,-0.01704056908739667,,-0.10197258634177803,-0.144946700177433,0.3947134840115131,-0.01704056908739667,-0.016433016399358825,,0.20449172668144064,-0.046311975496094206,-0.03056540339583861,-0.1350667551930108
Killian Tillie,-0.06772043375780733,-0.1463457837109126,-0.06410709335677205,0.1328966321473671,0.132896632147367,0.032157575938441464,0.15372216363840355,-0.09190604378820767,-0.029484226025825237,-0.0996770768703136,-0.07494293637270875,-0.14198192660596393,-0.13304286560582154,0.015881812294925794,0.2248048255369304,-0.021940481722442673,0.31394150552183037,,-0.2185413791347777,0.4153985992913365,-0.03109178585668614,-0.08728131155977611,0.2770500816121496,1.0,-0.11032100107343656,-0.10954098046563043,-0.044924827986513316,0.2589618717992937,-0.02860872451454893,-0.02194048172244266,,-0.13129418714523644,0.13643155655841177,0.3199788933022393,0.10192920937340508,0.11241279225536105,,0.23950582125658001,-0.05962870410553279,0.03755524665024313,-0.010268639829162464
Kyle Anderson,-0.038945594495083086,-0.11791761059759692,-0.09789827163479954,-0.08876669597142775,-0.08876669597142776,-0.12363642627373907,0.0382949567768188,0.17018543652126913,-0.016284435726601768,0.15219433889086445,0.11567396550675996,0.004988104821110895,-0.23443941990834286,-0.4082075513888088,-0.0993599123161494,-0.01978282422016614,0.026568870943826622,,0.17284471355219028,0.02690420846083358,-0.019887774532145196,-0.010784845068046885,0.030251345626227052,-0.11032100107343656,1.0,-0.13062168308512237,0.027293044295297268,-0.09204250171150344,0.1331595357524488,0.003211799696921121,,-0.22535073504896644,-0.14134296114619552,-0.06876618557134784,0.07219567144818276,-0.07378888183916746,,0.18501442653992603,-0.012102336286040247,0.0866648027840523,-0.14369247586184583
Marko Guduric,0.015129284131140707,-0.0037326633876120863,0.48283180709102863,-0.02029529452047954,-0.02029529452047957,-0.17105474088078115,-0.3205248274828846,0.01311389624566382,0.1804036735600249,0.026244115822240392,-0.040352259763863176,-0.11935119867137711,0.4575166307340009,0.09889894181318623,-0.0966061625275846,-0.020295294520479533,-0.11851986099009125,,0.11262409411135683,-0.043271431371051515,0.21761479111458873,0.14456645758674885,-0.08507746863262265,-0.10954098046563043,-0.13062168308512237,1.0,-0.04155618034291102,-0.07739000755001256,-0.05364228071066578,-0.02029529452047954,,0.37976129639431133,-0.17263132204008236,-0.028760396381072455,-0.02029529452047954,0.046267330397385564,,-0.22012414415420342,0.4064101635944076,-0.0364033537186627,-0.16086432105105516
Sam Merrill,-0.025690865155461932,-0.015568467871290318,-0.02432008478899564,-0.008323484155359046,-0.008323484155359053,-0.04493218354581598,0.06230620819369816,-0.10282246503343553,-0.011185328164784668,-0.045587121274207755,-0.07823952952322348,0.014095040144174793,-0.05047200867613089,0.03575219998278388,0.20039051419552492,-0.008323484155359046,0.02105423570370912,,-0.12653561469504793,-0.0177464324567064,-0.011795182540373698,-0.033111607257175255,-0.034891879072122836,-0.044924827986513316,0.027293044295297268,-0.04155618034291102,1.0,0.20107204469723367,-0.021999713928861943,-0.008323484155359046,,-0.049808618617351634,0.04958521121153778,-0.011795182540373698,-0.008323484155359046,0.012563868020586769,,0.017525443111324986,-0.022621133852285327,-0.014929703906167333,0.0643901366917353
Santi Aldama,-0.047844056694847786,-0.0405549109130627,-0.0452912546318369,0.18753632825954952,0.1875363282595496,0.1339852981810871,-0.025914553931837257,-0.09514664249346831,-0.02083041857983756,-0.08489682233742908,-0.14570534949429254,-0.19885735227739268,-0.09399394025818816,0.05868199586585201,0.6175537722592371,-0.01550081110222952,0.40146801394475007,,-0.2356470709239703,-0.03304915250817999,-0.021966149398738345,-0.061663692728270166,-0.06497909005456397,0.2589618717992937,-0.09204250171150344,-0.07739000755001256,0.20107204469723367,1.0,-0.04097003172581471,-0.015500811102229516,,-0.09275851002292868,0.09207428650878068,-0.02196614939873836,-0.015500811102229516,0.011582827154825389,,0.16502941990706826,-0.04212730104577208,0.5524905075732068,0.3155638634324298
Sean McDermott,-0.03316273509733774,-0.017332972685699236,-0.03139328023878513,-0.010744266433253062,-0.01074426643325306,-0.07447688904422559,-0.08952073695645676,-0.00651440184070402,-0.014438442328077155,0.29758481653507446,0.1030684893640637,-0.05940882419568664,-0.06515116728956125,-0.1952411654586055,-0.0511430050075465,-0.010744266433253071,0.09323582437248376,,0.11023351524765038,0.10898541573098937,-0.015225665295588343,-0.04274170813135637,0.08476582154360872,-0.02860872451454893,0.1331595357524488,-0.05364228071066578,-0.021999713928861943,-0.04097003172581471,1.0,-0.010744266433253062,,-0.06429483844845846,-0.09139049038444452,-0.015225665295588353,-0.010744266433253062,-0.059291569049801165,,0.11284422840175826,-0.029200210464117794,-0.019271823378694382,-0.08516107628952295
Shaq Buchanan,-0.012546958611535887,-0.04639909375577018,-0.011877494020932093,-0.004065040650406502,-0.004065040650406503,-0.07506312550574964,0.07496037651747987,-0.08889201920786774,-0.005462714030483436,-0.022263933907455354,-0.03821078553694485,0.1236926571977429,-0.02464962546291907,0.02775899087485629,-0.01934970578318712,-0.004065040650406504,-0.03956855003565537,,-0.061797728914803986,-0.008667039906570598,-0.005760555989610788,-0.01617111620427014,-0.01704056908739667,-0.02194048172244266,0.003211799696921121,-0.02029529452047954,-0.008323484155359046,-0.015500811102229516,-0.010744266433253062,1.0,,-0.024325637634543512,0.027310933376337904,-0.005760555989610801,-0.004065040650406504,-0.03367299631151344,,0.04992604260725732,-0.011047756798890656,-0.007291400108934907,-0.032220276656380865
Shaquille Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Hill,-0.07508234107555979,0.09065519639119164,0.34642740851256315,-0.024325637634543512,-0.024325637634543512,-0.061441379459743636,-0.38417628275142623,0.15449561272717074,-0.03268946449364247,-0.13322975958383745,0.08608644547354151,-0.140004216638233,0.4403019801532792,0.24202054191001537,-0.11579070707934276,-0.024325637634543488,-0.22747086072296355,,0.17798204795088565,-0.05186449294431547,-0.034471782603885795,-0.05843960163064782,-0.10197258634177803,-0.13129418714523644,-0.22535073504896644,0.37976129639431133,-0.049808618617351634,-0.09275851002292868,-0.06429483844845846,-0.024325637634543512,,1.0,-0.20691333057925007,-0.03447178260388578,-0.024325637634543512,-0.07781745375971029,,-0.263837519574101,-0.011480947863906204,-0.04363251739701172,-0.1928095785092541
Steven Adams,-0.10672414980260447,-0.10506334726853288,-0.10102969894266073,-0.0036331058161183484,-0.003633105816118351,0.18901873723744686,0.5085204314773499,-0.3371802048648769,-0.046465723572410605,-0.18937652471013364,-0.325020088611012,0.03604877413694291,-0.20966916381344772,0.2422770243323358,0.2369774461088396,-0.03457714500857461,0.18144283364683347,,-0.5256501023363895,-0.07372164792857025,-0.048999160626565195,-0.13755115336660756,-0.144946700177433,0.13643155655841177,-0.14134296114619552,-0.17263132204008236,0.04958521121153778,0.09207428650878068,-0.09139049038444452,0.027310933376337904,,-0.20691333057925007,1.0,-0.04899916062656525,0.12014305095370661,0.16616651252646902,,-0.03578310167829309,-0.09397197265825823,0.0020224071692940184,0.3294240885237647
Tim Frazier,-0.01778025456494613,0.02540934603479077,-0.016831558453666323,-0.005760555989610798,-0.005760555989610798,0.0673394480384057,-0.01209564473236506,-0.011787886740963576,-0.0077411944268467444,-0.031550148904431176,0.01941955134414417,-0.1371791468454794,-0.034930904710111996,-0.1046788696174054,-0.02742040563245015,-0.0057605559896108,0.11821317407977969,,-0.04879143401095029,0.4703460857602218,-0.008163265306122438,-0.02291603659606335,0.3947134840115131,0.3199788933022393,-0.06876618557134784,-0.028760396381072455,-0.011795182540373698,-0.02196614939873836,-0.015225665295588353,-0.005760555989610801,,-0.03447178260388578,-0.04899916062656525,1.0,-0.005760555989610801,0.044625067934720805,,0.18177454704541351,-0.0156557405135048,-0.010332619568262761,-0.045659250089238636
Tyrell Terry,-0.012546958611535887,0.05256961226905929,-0.011877494020932093,-0.004065040650406502,-0.004065040650406503,-0.07506312550574964,0.13062430135721678,-0.08889201920786774,-0.005462714030483436,-0.022263933907455354,-0.03821078553694485,2.5375537086587105e-17,-0.02464962546291907,0.0684100032034503,-0.01934970578318712,-0.004065040650406504,0.14081358158661927,,-0.061797728914803986,-0.008667039906570598,-0.005760555989610789,-0.01617111620427014,-0.01704056908739667,0.10192920937340508,0.07219567144818276,-0.02029529452047954,-0.008323484155359046,-0.015500811102229516,-0.010744266433253062,-0.004065040650406504,,-0.024325637634543512,0.12014305095370661,-0.005760555989610801,1.0,-0.021825090201906858,,-0.04408970725799719,-0.011047756798890656,-0.007291400108934907,-0.032220276656380865
Tyus Jones,-0.07372412857153247,-0.042994387633457906,0.09424432341284567,0.08480606478455235,0.08480606478455238,0.04840582901464589,0.16419476394212082,-0.10218216794124131,0.018435471817576446,0.0729584139650886,-0.1655794315753356,-0.3520091940376121,0.01986204695709893,0.00913074061389698,0.07106418054401067,0.025566534236519497,0.03755933538605189,,-0.2065738187606051,-0.04194021919511696,0.0194406236547299,0.16383475704629646,-0.016433016399358825,0.11241279225536105,-0.07378888183916746,0.046267330397385564,0.012563868020586769,0.011582827154825389,-0.059291569049801165,-0.03367299631151344,,-0.07781745375971029,0.16616651252646902,0.044625067934720805,-0.021825090201906858,1.0,,0.08870175113928927,0.10436632897494627,-0.04895566502968297,0.03723398844229614
Xavier Sneed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
