Starters,Aaron Nesmith,Al Horford,Al-Farouq Aminu,Brad Wanamaker,Brodric Thomas,Bruno Fernando,C.J. Miles,Carsen Edwards,Daniel Theis,Dennis Schröder,Derrick White,Enes Freedom,Evan Fournier,Gordon Hayward,Grant Williams,Jabari Parker,Javonte Green,Jaylen Brown,Jayson Tatum,Jeff Teague,Joe Johnson,Josh Richardson,Juancho Hernangómez,Justin Jackson,Juwan Morgan,Kelan Martin,Kemba Walker,Luke Kornet,Malik Fitts,Marcus Smart,Matt Ryan,Moritz Wagner,Nik Stauskas,Norvel Pelle,Payton Pritchard,Robert Williams,Romeo Langford,Sam Hauser,Semi Ojeleye,Tacko Fall,Tremont Waters,Tristan Thompson,Vincent Poirier
Joe Johnson,0.059170369887943,-0.03601915684697916,,-0.03265841945424964,-0.008760445758840111,-0.00934431251995503,,-0.020544017841328012,-0.0519590590388308,0.0038672522340818297,-0.024041546244331934,0.022944433756665973,-0.015322133411790952,-0.028050724501773275,-0.062002044943206554,-0.015174624125335608,-0.023427604710025474,0.08507987377851413,-0.03320042210078529,-0.016286942830431254,1.0,-0.021866861493049772,-0.00951680247243622,1.0,-0.003676470588235294,,-0.04698912365821839,-0.015990341632330225,-0.008314041851583567,-0.05253897909029368,-0.0036764705882352936,-0.007833200263568423,-0.010126064387582241,,0.03282900336430267,0.1839574113909348,0.19136274118769325,-0.01238717123459303,-0.03282758275525446,-0.016694962885879974,-0.016147999218695232,-0.026862236532337398,-0.013919309058844781
Josh Richardson,-0.0019628464076835036,0.3126359194193257,,-0.1942453006623355,-0.014033032416700586,0.15575259733309083,,-0.12219142840000105,-0.309041380868676,0.45151973535366935,-0.1429939800105675,-0.00548488601914989,-0.09113277559347628,-0.16683971562911284,0.08010274795292513,-0.0627407953832783,-0.13934238694778883,-0.07662771446471903,-0.017798610775043893,-0.09687125586096676,-0.021866861493049772,1.0,0.06339246944155859,-0.021866861493049766,-0.021866861493049762,,-0.2794812671702215,-0.09510713531059371,-0.04945014443955114,0.006650159855781513,-0.02186686149304974,-0.04659020141732988,-0.060227667301766374,,-0.020191701188923487,0.20435171022367876,0.19931733342968413,-0.03935726486580541,-0.1952514478309315,-0.09929807196754306,-0.0960448489469829,-0.1597708431357566,-0.08278907608908957
Juancho Hernangómez,0.059873443434215565,0.043743941364313824,,-0.08453861374619295,-0.022677029465205455,0.19531638227664458,,-0.053179633861825816,-0.13449967561512766,0.24015032475888226,-0.06223323191307543,0.021038778359553645,-0.03966241906108169,-0.07261127156745208,0.07602472912469578,0.25600149940873934,-0.060644001108315096,-0.0683970950696259,-0.03505930952623248,-0.04215989604080455,-0.00951680247243622,0.06339246944155859,1.0,-0.009516802472436223,-0.009516802472436223,,-0.12163464863261522,-0.04139212299661152,-0.021521481581352128,-0.019051489217296252,-0.009516802472436225,-0.020276789340833153,-0.02621202925114317,,0.15428991506116557,0.08202677059253968,0.15746624339796528,0.007425593587388255,-0.08497650483837237,-0.04321608462692397,-0.04180023073791052,-0.06953478694054346,-0.03603110964350247
Justin Jackson,0.059170369887943,-0.03601915684697916,,-0.03265841945424964,-0.008760445758840111,-0.00934431251995503,,-0.020544017841328012,-0.0519590590388308,0.0038672522340818297,-0.024041546244331934,0.022944433756665973,-0.015322133411790952,-0.028050724501773275,-0.062002044943206554,-0.015174624125335608,-0.023427604710025474,0.08507987377851413,-0.03320042210078529,-0.016286942830431254,1.0,-0.021866861493049766,-0.009516802472436223,1.0,-0.003676470588235294,,-0.04698912365821839,-0.015990341632330225,-0.008314041851583567,-0.05253897909029368,-0.0036764705882352936,-0.007833200263568423,-0.010126064387582241,,0.03282900336430267,0.1839574113909348,0.19136274118769325,-0.01238717123459303,-0.03282758275525446,-0.016694962885879974,-0.016147999218695232,-0.026862236532337398,-0.013919309058844781
Juwan Morgan,-0.028620450652320266,0.06452511533323871,,-0.032658419454249646,-0.008760445758840113,-0.009344312519955026,,-0.020544017841328012,-0.03147555995204264,-0.02367430932864007,-0.024041546244331934,-0.033359659866433446,-0.01532213341179096,-0.028050724501773285,0.16706106554141775,-0.015174624125335608,-0.023427604710025477,0.029909314297434948,0.016967743398371815,-0.016286942830431257,-0.003676470588235294,-0.021866861493049762,-0.009516802472436223,-0.003676470588235294,1.0,,-0.0469891236582184,0.0592745422577758,-0.008314041851583567,0.10353437555225445,-0.0036764705882352928,-0.007833200263568424,0.4045362722839104,,0.06530116973551509,-0.00046443229866884733,-0.028645800843946426,-0.012387171234593026,-0.03282758275525446,-0.016694962885879974,-0.016147999218695235,-0.026862236532337398,-0.013919309058844781
Kelan Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemba Walker,-0.14630097840749826,-0.4603623433201109,,0.32397095498610945,-0.1119676219852048,-0.11943004736832774,,0.19340550577385127,0.2802646799779677,-0.30258233321005584,-0.3072760035194355,0.18508276842440452,0.09165581265466896,0.26717387865422515,-0.3026142215048701,-0.05767507947693417,0.10063937819082189,-0.1925853585918271,-0.17802464178299504,-0.019616233172596635,-0.04698912365821839,-0.2794812671702215,-0.12163464863261522,-0.04698912365821839,-0.0469891236582184,,1.0,-0.01825857755736806,-0.1062621150605164,-0.07189299573186997,-0.04698912365821839,0.07355158629322288,-0.12942165053673788,,-0.24719384704601038,-0.22167290610769227,-0.19563091205505143,-0.15832095128964654,0.13524381130835184,0.06851758652785175,-0.13256248193872552,0.09662340651114297,0.14978770095430158
Luke Kornet,0.21653715795944384,-0.0597751718142952,,-0.1420436453147463,0.12416141751174758,-0.04064189986762883,,0.08490985248839807,-0.10925021074535304,-0.10296839998824132,0.07055637945953515,-0.1450936013767091,0.30752069042100455,-0.12200306164642266,0.061670226247691605,0.20659508133465182,-0.10189538959981494,-0.11897240587533452,-0.0695776244988713,-0.0708379881613129,-0.015990341632330225,-0.09510713531059371,-0.04139212299661152,-0.015990341632330225,0.0592745422577758,,-0.01825857755736806,1.0,0.31905054157387963,-0.011113264588258703,0.3603340778181999,0.2574971364372609,0.08033873798251448,,0.3534183894519751,-0.09623444154447876,0.05688961137765921,0.1960916168299796,-0.021473462823656583,0.11466414129995676,0.3019607498381401,0.009311704013861211,-0.060540265941241324
Malik Fitts,0.1269035652872954,0.12318106994345553,,-0.07385438279258308,0.21533741139442003,-0.021131409459329595,,-0.04645864016403472,0.02750609392220281,-0.05353754200985648,0.24955048087763368,-0.07544018145328071,-0.034649769496000134,-0.06343445211319558,0.1905062856784117,-0.03431618913634445,-0.052979639403290174,0.0437696509506464,0.036726962630579514,-0.0368316082168228,-0.008314041851583567,-0.04945014443955114,-0.021521481581352128,-0.008314041851583567,-0.008314041851583567,,-0.1062621150605164,0.31905054157387963,1.0,-0.07507789040868772,0.6824743919908597,-0.01771415091189498,0.09941273638496677,,0.18172930154598665,-0.09738094529821843,-0.06478016928812597,0.22373533150863786,-0.0742369319604743,-0.0377543126791246,-0.036517398440011284,-0.06074678238190132,-0.03147739531241841
Marcus Smart,-0.0891460662862615,0.04201981617154134,,0.028734088803382095,-0.07206375686219545,0.07106973782806826,,-0.09657452026441188,0.050433785979044556,-0.05051877048043958,0.12057671734130569,-0.049685979017414984,0.0037015949561001356,0.0031226556629051815,-0.11984821625705812,-0.05068700313921674,-0.13239864841256593,-0.10100837611632862,-0.010844094719230507,-0.09194539795466634,-0.05253897909029368,0.006650159855781513,-0.019051489217296252,-0.05253897909029368,0.10353437555225445,,-0.07189299573186997,-0.011113264588258703,-0.07507789040868772,1.0,-0.05253897909029364,0.07851051064310859,0.05195851668329109,,-0.1447858544826819,-0.10763700461845951,-0.08435466502575424,0.05961668408847784,-0.13283370450859544,-0.12304776190300652,-0.17275959615320577,-0.16123118060712213,-0.08649983699264442
Matt Ryan,0.05917036988794302,0.09468839698730405,,-0.032658419454249625,0.33289693883592414,-0.009344312519955026,,-0.02054401784132801,0.060700185938504146,-0.023674309328640057,0.0848935927548816,-0.033359659866433446,-0.015322133411790954,-0.028050724501773268,0.04650153370740495,-0.015174624125335604,-0.023427604710025467,-0.0031930213912125865,0.03926470584244164,-0.016286942830431257,-0.0036764705882352936,-0.02186686149304974,-0.009516802472436225,-0.0036764705882352936,-0.0036764705882352928,,-0.04698912365821839,0.3603340778181999,0.6824743919908597,-0.05253897909029364,1.0,-0.007833200263568419,-0.010126064387582238,,0.08694928064965675,-0.058096258451669956,-0.028645800843946446,0.22916266783997108,-0.03282758275525444,-0.016694962885879974,-0.01614799921869523,-0.026862236532337404,-0.013919309058844783
Moritz Wagner,-0.030371455611528046,-0.0767435131427773,,-0.06958302364647771,-0.018665272679377516,-0.019909276992016254,,0.08606903871430927,-0.11070555446850434,-0.05044120485182983,-0.0512236510147326,-0.07107710783665737,0.1415630659120277,-0.05976572837647657,-0.0667189122541044,-0.032331516557891564,-0.04991556847390269,-0.0014600543469409832,0.04586924767688209,-0.034701456685199715,-0.007833200263568423,-0.04659020141732988,-0.020276789340833153,-0.007833200263568423,-0.007833200263568424,,0.07355158629322288,0.2574971364372609,-0.01771415091189498,0.07851051064310859,-0.007833200263568419,1.0,-0.02157490134248386,,0.09091198618149325,0.08608124589586677,-0.02616740018753484,-0.02639248449047335,-0.06994344813029023,0.2425724563469949,0.0014217115368672893,-0.05723349969355872,-0.029656904025653824
Nik Stauskas,-0.025632713095573786,0.12371988178707988,,-0.08995074222778889,0.06997353127078847,-0.025736941983853484,,-0.05658417290393179,-0.04861100116027537,-0.06520590192139072,0.16068704772801384,-0.09188216134145477,-0.042201591379354364,-0.07725981633913408,0.08989226340690606,-0.04179530809853794,-0.06452640597742765,0.08921691692735599,0.043663463216533416,-0.04485895584356645,-0.010126064387582241,-0.060227667301766374,-0.02621202925114317,-0.010126064387582241,0.4045362722839104,,-0.12942165053673788,0.08033873798251448,0.09941273638496677,0.05195851668329109,-0.010126064387582238,-0.02157490134248386,1.0,,0.09936435443384022,0.025705723840222374,-0.07889882886806732,0.08563581813934112,-0.09041666693380235,-0.04598276120355485,-0.0444762649108049,-0.07398637638808818,-0.03833780697486117
Norvel Pelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payton Pritchard,0.24401537928668712,0.016833024410924723,,-0.38143442396700883,0.08191087555145259,0.12543039819334367,,-0.05800858419079037,-0.1460541053167642,-0.08868912442919821,0.17121108868819518,-0.2915607599222906,0.11741974300459773,-0.32761879236623276,0.21742440901528967,0.1334305528004249,-0.10055116164044543,0.07111274331137223,-0.011866412857669307,0.10489173748436098,0.03282900336430267,-0.020191701188923487,0.15428991506116557,0.03282900336430267,0.06530116973551509,,-0.24719384704601038,0.3534183894519751,0.18172930154598665,-0.1447858544826819,0.08694928064965675,0.09091198618149325,0.09936435443384022,,1.0,0.13615906660446295,-0.006710294805903014,0.20907904044519302,0.08285643875775445,0.11271820637979127,0.10030843827772266,0.17131346439525072,-0.16257074658242104
Robert Williams,0.027437139814720308,0.11184008200145598,,-0.25552737426886163,0.039437638861165074,0.07128867841072425,,0.027684700732068405,-0.274732177745082,0.1462988047163142,0.07233730442064563,-0.3005206106217513,-0.002919280820140851,-0.2664617792898484,-0.043553138986628985,-0.054217987983742895,-0.10161499661095472,0.07201559446774913,0.061805796600207956,0.08187766048316118,0.1839574113909348,0.20435171022367876,0.08202677059253968,0.1839574113909348,-0.00046443229866884733,,-0.22167290610769227,-0.09623444154447876,-0.09738094529821843,-0.10763700461845951,-0.058096258451669956,0.08608124589586677,0.025705723840222374,,0.13615906660446295,1.0,0.03428044948399471,-0.03485273460316836,-0.0931589391322827,-0.045129468798979715,-0.07957317133995304,0.03613374237068113,-0.1922816814008181
Romeo Langford,0.05166332694345938,0.05735792821769041,,-0.08550683018605093,-0.03194702411525776,-0.04070134865529896,,-0.04073850155974619,-0.30565820381346925,0.24344611530213858,-0.18732350202921974,0.06040411434944603,0.1457600886380864,-0.09955437666649712,0.16219981142820813,0.3437341938028244,-0.030162897227108815,-0.13646925584341751,-0.0689603979745835,-0.1269022856242188,0.19136274118769325,0.19931733342968413,0.15746624339796528,0.19136274118769325,-0.028645800843946426,,-0.19563091205505143,0.05688961137765921,-0.06478016928812597,-0.08435466502575424,-0.028645800843946446,-0.02616740018753484,-0.07889882886806732,,-0.006710294805903014,0.03428044948399471,1.0,-0.04741902508770458,-0.06133305472059233,0.07022930189378991,0.1592272827186294,-0.022073952195594288,0.08731970222986889
