Starters,Alec Burks,Allonzo Trier,Austin Rivers,Bobby Portis,Cam Reddish,Damyean Dotson,Danuel House Jr.,Dennis Smith Jr.,Derrick Rose,Elfrid Payton,Evan Fournier,Feron Hunt,Frank Ntilikina,Ignas Brazdeikis,Immanuel Quickley,Jared Harper,Jericho Sims,Julius Randle,Kadeem Allen,Kemba Walker,Kevin Knox,Marcus Morris,Matt Mooney,Maurice Harkless,Miles McBride,Mitchell Robinson,Nerlens Noel,Norvel Pelle,Obi Toppin,Omari Spellman,Quentin Grimes,RJ Barrett,Reggie Bullock,Ryan Arcidiacono,Taj Gibson,Theo Pinson,Tyler Hall,Wayne Ellington,Wayne Selden
Kevin Knox,-0.4367666903977437,0.25282406720555617,0.137727008160899,0.4243337503400247,-0.1439623367025942,0.29527295585231855,,0.2625754051558632,-0.2353703408291601,0.22616451341663038,-0.3433705379914869,,0.27850918693373794,0.0778999992028594,-0.3379487748161185,0.1839543385550966,-0.17534515970596767,-0.061695840455086505,0.18676287884772483,-0.2124611669517854,1.0,0.36586124461583375,,0.12250733138992381,-0.0691267115355856,0.20275032541795363,-0.22345696880444343,-0.04577742933778321,-0.3459677957860521,,-0.0470074577464145,-0.13866235109496566,-0.09507945639113957,-0.08455969410392247,0.03524871421422172,-0.04331128547951496,,0.22903796340716734,-0.04331128547951495
Marcus Morris,-0.41048170493700853,0.13048696810837074,-0.10146125009223436,0.4905564676398613,-0.09972683712555569,0.4669905396617071,,0.3628475487701504,-0.2531047988737335,0.0576463360595601,-0.2688844668430053,,0.42529805737941834,0.06917752161693576,-0.4209609251303088,-0.04032528064854361,-0.1214666181674757,-0.08280587555439861,0.15272721219199836,-0.15208506460571666,0.36586124461583375,1.0,,-0.08711019438410249,-0.10807076575606285,0.13854667050131564,-0.28784580030739104,-0.06172417085146514,-0.3145581277681789,,-0.1501811643367362,-0.25960452063289563,-0.10663414379499075,-0.05857692389857355,0.15325942228898956,-0.030002968912883697,,0.1451076882361375,-0.030002968912883746
Matt Mooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Harkless,-0.17733167081437629,0.17319926441793998,-0.043832143516681875,0.2786957148372084,-0.04308286201262438,-0.016659350934860824,,0.15028225409024398,-0.10934347703097638,0.14683492209258345,-0.11616043099562735,,0.1710326249484745,-0.02908087669055087,-0.1818587851860018,-0.01742087237374501,-0.052474636722520396,0.06479426122267128,-0.03296034888162719,-0.06570207219486857,0.12250733138992381,-0.08711019438410249,,1.0,-0.04668751183600888,0.1894217097202074,-0.12435189215861427,-0.02666537927287653,-0.13589185022005604,,-0.06487957070040111,0.06982113089010707,-0.08214263757112565,-0.025305741184481433,0.13754834848668343,-0.012961543822105107,,0.20031422991533784,-0.012961543822105103
Miles McBride,0.18465003704461294,-0.06114535930376929,-0.0543790924594924,-0.1260935322300991,0.059402285475525944,-0.09620974090781255,,-0.07762396333966355,-0.07954226884140264,-0.1834422391770728,0.15771260705815895,,-0.12385828067687216,-0.036078356098571886,0.2773745445288914,-0.021612705962608395,0.4268148687359638,-0.21379159423309882,-0.040891312072132244,-0.06525543823711329,-0.0691267115355856,-0.10807076575606285,,-0.04668751183600888,1.0,0.07311533738542982,-0.12177214770260471,-0.033081638464596705,0.23249616824057287,,0.03938220559198941,0.07580625999165941,-0.17480109125129456,0.11742200200083955,0.026991932547510714,-0.016080367816184164,,-0.07227977474895038,-0.01608036781618417
Mitchell Robinson,-0.12754861117310498,0.07216137058064696,0.09097613945571015,0.3029736145718407,0.07212777821269739,0.10894830646982295,,0.1474557325463767,-0.41640949453205234,-0.004013664498171694,0.11479132835700621,,0.09167210643280145,-0.00981577210883928,-0.1806145494672915,-0.061147328548755216,-0.061538838929096555,-0.1528456388290924,-0.022232665122509196,0.035294518557045455,0.20275032541795363,0.13854667050131564,,0.1894217097202074,0.07311533738542982,1.0,-0.3982330097142796,-0.1591999637135594,-0.2391318874635176,,0.11545999152274916,-0.009229963241658926,-0.3570519957410077,-0.016835948618360606,-0.13650174434712462,0.006324664869608281,,0.12477100513037909,0.1259086645050596
Nerlens Noel,0.16442816163909765,-0.1628602773446071,0.01975068660649252,-0.33584932469419926,-0.12280717041745906,-0.2562540357258682,,-0.1930158865677573,0.45624376780799103,0.13930143681832655,-0.1755708140433434,,-0.14767334347589162,-0.08555779835311253,0.18610618110539104,0.11233229750657063,-0.17339651128123404,0.23044069052265617,-0.10891375078798173,-0.08041745037121328,-0.22345696880444343,-0.28784580030739104,,-0.12435189215861427,-0.12177214770260471,-0.3982330097142796,1.0,0.028703390811358087,0.010688546474644657,,-0.10516342542568892,0.07628815675420637,0.3550040043272459,-0.0836199640595467,-0.16470009006996275,0.0017845815775218326,,-0.1925167223818101,0.0017845815775218573
Norvel Pelle,0.03449227450426285,-0.0349229190524945,-0.031058393731507625,-0.07201779937604195,-0.03052747103182501,-0.05494979556981504,,-0.04433460558760281,0.21081877288655815,0.09005220428470925,-0.08230846389044966,,-0.06749679949587768,-0.020606003855795932,0.08302962614629364,0.15598336894696105,-0.03718225479038226,0.1378670187283282,-0.023354903752398667,-0.04655489472988115,-0.04577742933778321,-0.06172417085146514,,-0.02666537927287653,-0.033081638464596705,-0.1591999637135594,0.028703390811358087,1.0,-0.045625709846388425,,-0.045972090120971205,-0.06338516909293407,0.2643099013127369,-0.017931034403465336,0.07332997738335001,-0.009184235565434318,,-0.04128229437903597,-0.009184235565434313
Obi Toppin,0.3292185075504921,-0.17797384528319823,-0.09086182515129351,-0.3670164187742081,-0.0038534764657640595,-0.27837228380185836,,-0.22260168029054075,0.15566655220557166,-0.2780677563318,0.3211810734625377,,-0.31353166582010406,-0.10501211930835014,0.4369268713225337,-0.04267994919466542,0.516775814974785,-0.35326559312118294,-0.1190210366088079,0.06329344019598089,-0.3459677957860521,-0.3145581277681789,,-0.13589185022005604,0.23249616824057287,-0.2391318874635176,0.010688546474644657,-0.045625709846388425,1.0,,0.16141593432530366,0.07239854052877694,-0.15175773438455317,0.3893014251154498,-0.08371924893734611,-0.0016554686356029262,,-0.2103824328575189,-0.04680461324295562
Omari Spellman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quentin Grimes,0.08438161133787311,-0.08497100200766358,-0.07556822017506094,-0.17522660594810927,0.17548827205962236,-0.1336984225936274,,-0.1078705893608309,-0.06997031155819856,-0.25492156806157623,0.336007982721479,,-0.17212037570628025,-0.05013649610357222,0.0429799169794981,-0.030034221773337953,0.01973851524544273,-0.15034419546985184,-0.05682484819355631,0.19701483370354872,-0.0470074577464145,-0.1501811643367362,,-0.06487957070040111,0.03938220559198941,0.11545999152274916,-0.10516342542568892,-0.045972090120971205,0.16141593432530366,,1.0,-0.09364867947424796,-0.24291334689630195,-0.04362802427844315,-0.06034433035809395,-0.02234617608843985,,-0.10044400679362646,-0.02234617608843988
RJ Barrett,0.1671452328541128,-0.0818897292281707,0.01606415673560421,-0.18869646546116073,0.06910865615680559,-0.30366244691381067,,-0.22138967926627287,-0.07144867120057226,-0.11083497596483809,0.05421758306234774,,-0.16541848658800432,-0.07541711353950468,0.17123125514984108,-0.031007852669867147,0.100564829500529,-0.058636105213923394,-0.01982450856642732,-0.1998468226221406,-0.13866235109496566,-0.25960452063289563,,0.06982113089010707,0.07580625999165941,-0.009229963241658926,0.07628815675420637,-0.06338516909293407,0.07239854052877694,,-0.09364867947424796,1.0,-0.03708112799993107,-0.024570395838073633,-0.15268856077416426,0.00948197526269762,,-0.10037886076000671,-0.11822420565215522
Reggie Bullock,-0.08265534949167584,-0.16471847885127602,0.03630666600695879,-0.06354116549120271,-0.16130504706458315,-0.06204833825409781,,-0.09530430585480165,0.31029434128334055,0.41290207371382204,-0.4349122345516741,,0.07958356351763282,-0.05531996542735033,-0.045271073334439804,0.06363886770017572,-0.1964684645078304,0.2355186279376946,0.07801940740081345,-0.24599284616997807,-0.09507945639113957,-0.10663414379499075,,-0.08214263757112565,-0.17480109125129456,-0.3570519957410077,0.3550040043272459,0.2643099013127369,-0.15175773438455317,,-0.24291334689630195,-0.03708112799993107,1.0,-0.09474634650712899,0.23771049063465224,-0.048528865970920695,,0.00903225615428077,-0.048528865970920675
Ryan Arcidiacono,0.06514095991247117,-0.03314223817727411,-0.02947476071246845,-0.06834569173144292,0.1993540789787229,-0.05214796649243002,,-0.042074033263690934,-0.07352761152852909,-0.09943005408432114,0.10545072302573723,,-0.06713413225731941,-0.01955532659352071,0.2673144406788926,-0.011714600369091357,0.33411784333942274,-0.20435140776492103,-0.02216406313589701,-0.044181112327305073,-0.08455969410392247,-0.05857692389857355,,-0.025305741184481433,0.11742200200083955,-0.016835948618360606,-0.0836199640595467,-0.017931034403465336,0.3893014251154498,,-0.04362802427844315,-0.024570395838073633,-0.09474634650712899,1.0,-0.02395255709168571,-0.008715941589197522,,-0.03917735601533646,-0.008715941589197525
Taj Gibson,-0.16050783047820463,-0.015094810791803397,-0.19092204650574007,0.17829126065736745,-0.04867119617177744,0.15510786736502866,,0.10250984633089763,0.021322215803437634,0.00809580801750794,-0.12289830026318742,,0.23701206337939174,-0.014887874527417244,-0.22103405834405876,-0.06986549811405417,0.047524930686436886,-0.07669682776247641,0.1879630335062266,-0.026826229523024096,0.03524871421422172,0.15325942228898956,,0.13754834848668343,0.026991932547510714,-0.13650174434712462,-0.16470009006996275,0.07332997738335001,-0.08371924893734611,,-0.06034433035809395,-0.15268856077416426,0.23771049063465224,-0.02395255709168571,1.0,-0.06275126130681805,,0.14250664227101648,0.08263924686973416
Theo Pinson,0.014476534221952128,-0.01697537998850699,0.5363322998320827,-0.0350065098655334,-0.014838834636772796,-0.02671007136277054,,-0.02155022537946712,-0.037660677551945826,-0.008838717851347776,-0.04000861006808895,,-0.03438595182289569,-0.01001619437856786,-0.011138821219918138,-0.006000192009216496,-0.018073600976695494,-0.01447889660857694,-0.011352383378836033,-0.022629466545358093,-0.04331128547951496,-0.030002968912883697,,-0.012961543822105107,-0.016080367816184164,0.006324664869608281,0.0017845815775218326,-0.009184235565434318,-0.0016554686356029262,,-0.02234617608843985,0.00948197526269762,-0.048528865970920695,-0.008715941589197522,-0.06275126130681805,1.0,,-0.020066553796037428,-0.004464285714285716
Tyler Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Ellington,-0.2745379378395643,0.15551077944651473,-0.06785920550398433,0.42680717410761376,-0.06669919726608431,0.08977953804818538,,0.1765727450631127,-0.16928128270846032,0.10681299573790028,-0.17983502347686214,,0.358021144127181,0.1385228629950229,-0.2815466387571286,-0.026970311365647218,-0.08123917452828235,-0.08101330500423377,-0.000836523269504297,-0.10171737134900485,0.22903796340716734,0.1451076882361375,,0.20031422991533784,-0.07227977474895038,0.12477100513037909,-0.1925167223818101,-0.04128229437903597,-0.2103824328575189,,-0.10044400679362646,-0.10037886076000671,0.00903225615428077,-0.03917735601533646,0.14250664227101648,-0.020066553796037428,,1.0,-0.020066553796037438
Wayne Selden,0.006081636799428372,-0.016975379988506983,-0.01509690626469396,-0.03500650986553341,-0.01483883463677281,-0.026710071362770534,,-0.02155022537946713,-0.03766067755194582,-0.050927850476813454,0.13602927423150254,,-0.03438595182289569,-0.010016194378567865,-0.06263679603803288,-0.006000192009216497,-0.018073600976695497,0.007385209008401622,-0.011352383378836045,0.22545459244957688,-0.04331128547951495,-0.030002968912883746,,-0.012961543822105103,-0.01608036781618417,0.1259086645050596,0.0017845815775218573,-0.009184235565434313,-0.04680461324295562,,-0.02234617608843988,-0.11822420565215522,-0.048528865970920675,-0.008715941589197525,0.08263924686973416,-0.004464285714285716,,-0.020066553796037438,1.0
