,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
813,Justin Jackson,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200226
814,Team Totals,Dallas Mavericks,240,36,86,0.419,17,45,0.378,20,30,0.667,5,38,43,25,11,9,15,20,109,0,240,0.549,0.517,0.523,0.349,10.6,74.5,43.9,69.4,10.6,15.3,13.1,100.0,105.1,99.3,20200226
815,Kristaps Porziņģis,Dallas Mavericks,38:35,9,21,0.429,6,14,0.429,0,0,0.0,3,10,13,2,0,1,1,2,24,8,38:35,0.571,0.571,0.667,0.0,9.8,33.6,21.6,8.6,0.0,2.8,4.5,26.5,113.0,127.0,20200228
816,Luka Dončić,Dallas Mavericks,38:11,7,17,0.412,0,6,0.0,9,9,1.0,0,4,4,10,0,0,6,4,23,6,38:11,0.549,0.412,0.353,0.529,0.0,13.6,6.7,40.3,0.0,0.0,22.3,32.8,106.0,132.0,20200228
817,Tim Hardaway Jr.,Dallas Mavericks,37:17,5,11,0.455,3,7,0.429,2,2,1.0,0,3,3,3,0,0,1,2,15,-16,37:17,0.631,0.591,0.636,0.182,0.0,10.4,5.1,11.5,0.0,0.0,7.8,16.0,121.0,133.0,20200228
818,Seth Curry,Dallas Mavericks,36:02,13,15,0.867,8,9,0.889,3,4,0.75,0,2,2,2,0,0,1,4,37,11,36:02,1.104,1.133,0.6,0.267,0.0,7.2,3.6,11.7,0.0,0.0,5.6,22.9,192.0,133.0,20200228
819,Dorian Finney-Smith,Dallas Mavericks,26:45,0,4,0.0,0,4,0.0,3,4,0.75,0,3,3,2,0,0,0,5,3,-21,26:45,0.26,0.0,1.0,1.0,0.0,14.5,7.2,9.0,0.0,0.0,0.0,10.0,78.0,132.0,20200228
820,Maxi Kleber,Dallas Mavericks,29:22,3,8,0.375,2,6,0.333,0,0,0.0,1,5,6,3,0,2,0,4,8,-4,29:22,0.5,0.5,0.75,0.0,4.3,22.1,13.1,14.0,0.0,7.4,0.0,12.7,120.0,125.0,20200228
821,Delon Wright,Dallas Mavericks,17:22,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,3,2,-7,17:22,0.333,0.333,0.333,0.0,0.0,14.9,7.4,7.4,0.0,0.0,0.0,8.0,84.0,132.0,20200228
822,J.J. Barea,Dallas Mavericks,11:45,2,5,0.4,2,3,0.667,0,0,0.0,0,0,0,1,0,0,1,0,6,-16,11:45,0.6,0.6,0.6,0.0,0.0,0.0,0.0,12.8,0.0,0.0,16.7,23.7,98.0,134.0,20200228
823,Michael Kidd-Gilchrist,Dallas Mavericks,4:41,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,1,0,-1,4:41,0.0,0.0,0.0,0.0,0.0,55.4,27.3,25.6,0.0,0.0,100.0,9.9,57.0,126.0,20200228
824,Boban Marjanović,Dallas Mavericks,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200228
825,Courtney Lee,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200228
826,Justin Jackson,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200228
827,Team Totals,Dallas Mavericks,240,40,84,0.476,21,50,0.42,17,19,0.895,4,31,35,25,0,3,11,25,118,0,240,0.639,0.601,0.595,0.226,10.5,83.8,46.7,62.5,0.0,6.8,10.6,100.0,122.0,130.3,20200228
828,Kristaps Porziņģis,Dallas Mavericks,36:54,13,25,0.52,6,14,0.429,6,10,0.6,2,11,13,4,1,5,2,2,38,22,36:54,0.646,0.64,0.56,0.4,5.3,22.4,15.0,19.2,1.2,11.4,6.4,35.1,120.0,79.0,20200301
829,Delon Wright,Dallas Mavericks,31:55,2,9,0.222,0,3,0.0,0,0,0.0,0,8,8,6,3,0,2,2,4,5,31:55,0.222,0.222,0.333,0.0,0.0,18.8,10.6,22.0,4.3,0.0,18.2,14.2,63.0,81.0,20200301
830,Tim Hardaway Jr.,Dallas Mavericks,31:46,7,16,0.438,2,7,0.286,3,3,1.0,0,6,6,0,2,0,1,1,19,37,31:46,0.548,0.5,0.438,0.188,0.0,14.2,8.0,0.0,2.8,0.0,5.5,23.8,99.0,86.0,20200301
831,Dorian Finney-Smith,Dallas Mavericks,30:51,4,6,0.667,0,0,0.0,1,2,0.5,2,9,11,4,2,1,2,3,9,35,30:51,0.654,0.667,0.0,0.333,6.4,21.9,15.1,16.5,2.9,2.7,22.5,11.9,118.0,80.0,20200301
832,Seth Curry,Dallas Mavericks,29:51,11,17,0.647,3,7,0.429,2,4,0.5,0,1,1,4,1,0,1,1,27,6,29:51,0.72,0.735,0.412,0.235,0.0,2.5,1.4,24.4,1.5,0.0,5.1,27.3,132.0,95.0,20200301
833,Courtney Lee,Dallas Mavericks,21:14,2,4,0.5,0,0,0.0,0,0,0.0,1,3,4,0,1,0,0,2,4,2,21:14,0.5,0.5,0.0,0.0,4.6,10.6,8.0,0.0,2.1,0.0,0.0,7.8,107.0,89.0,20200301
834,Justin Jackson,Dallas Mavericks,19:43,1,4,0.25,0,2,0.0,0,0,0.0,1,1,2,0,0,0,1,1,2,-13,19:43,0.25,0.25,0.5,0.0,5.0,3.8,4.3,0.0,0.0,0.0,20.0,10.5,53.0,98.0,20200301
835,J.J. Barea,Dallas Mavericks,16:41,2,8,0.25,0,4,0.0,0,0,0.0,0,1,1,7,0,0,2,1,4,12,16:41,0.25,0.25,0.5,0.0,0.0,4.5,2.5,52.7,0.0,0.0,20.0,24.7,72.0,97.0,20200301
836,Maxi Kleber,Dallas Mavericks,16:19,1,3,0.333,0,2,0.0,0,0,0.0,0,8,8,2,0,1,2,3,2,-11,16:19,0.333,0.333,0.667,0.0,0.0,36.8,20.8,14.3,0.0,5.2,40.0,12.6,56.0,77.0,20200301
837,Michael Kidd-Gilchrist,Dallas Mavericks,2:41,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,1,2:41,0.0,0.0,0.0,0.0,0.0,28.0,15.8,0.0,0.0,0.0,100.0,15.4,0.0,87.0,20200301
838,Boban Marjanović,Dallas Mavericks,2:05,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,4,2:05,0.5,0.5,0.5,0.0,0.0,36.0,20.4,100.0,0.0,0.0,0.0,39.6,117.0,83.0,20200301
839,Team Totals,Dallas Mavericks,240,44,94,0.468,11,40,0.275,12,19,0.632,6,50,56,28,10,7,14,16,111,0,240,0.542,0.527,0.426,0.202,12.2,78.1,49.6,63.6,9.4,12.3,12.0,100.0,104.6,85.7,20200301
840,Luka Dončić,Dallas Mavericks,38:27,8,20,0.4,1,8,0.125,6,9,0.667,0,5,5,9,1,0,4,3,23,10,38:27,0.48,0.425,0.4,0.45,0.0,13.3,7.3,37.4,1.3,0.0,14.3,32.1,100.0,112.0,20200302
841,Tim Hardaway Jr.,Dallas Mavericks,35:46,10,21,0.476,4,12,0.333,2,2,1.0,0,1,1,3,1,0,2,1,26,-4,35:46,0.594,0.571,0.571,0.095,0.0,2.9,1.6,15.1,1.4,0.0,8.4,29.5,112.0,115.0,20200302
842,Maxi Kleber,Dallas Mavericks,33:31,4,8,0.5,3,7,0.429,2,2,1.0,0,10,10,1,1,2,1,1,13,-3,33:31,0.732,0.688,0.875,0.25,0.0,30.5,16.7,4.2,1.4,4.9,10.1,13.0,130.0,104.0,20200302
843,Dorian Finney-Smith,Dallas Mavericks,32:13,7,10,0.7,3,6,0.5,1,2,0.5,3,4,7,3,0,1,1,3,18,3,32:13,0.827,0.85,0.6,0.2,11.5,12.7,12.1,15.1,0.0,2.6,8.4,16.3,155.0,114.0,20200302
844,Courtney Lee,Dallas Mavericks,23:34,3,5,0.6,1,3,0.333,1,1,1.0,0,0,0,0,3,0,3,5,8,4,23:34,0.735,0.7,0.6,0.2,0.0,0.0,0.0,0.0,6.2,0.0,35.5,15.8,83.0,105.0,20200302
845,Delon Wright,Dallas Mavericks,26:54,0,2,0.0,0,1,0.0,0,0,0.0,0,6,6,4,1,0,3,2,0,-8,26:54,0.0,0.0,0.5,0.0,0.0,22.8,12.4,17.8,1.8,0.0,60.0,8.2,44.0,109.0,20200302
846,Boban Marjanović,Dallas Mavericks,22:20,7,11,0.636,0,1,0.0,0,0,0.0,5,7,12,0,1,1,1,1,14,6,22:20,0.636,0.636,0.091,0.0,27.6,32.0,30.0,0.0,2.2,3.7,8.3,23.7,126.0,103.0,20200302
847,J.J. Barea,Dallas Mavericks,12:48,0,3,0.0,0,1,0.0,1,2,0.5,0,0,0,5,0,0,1,1,1,-4,12:48,0.129,0.0,0.333,0.667,0.0,0.0,0.0,46.9,0.0,0.0,20.5,16.8,75.0,119.0,20200302
848,Justin Jackson,Dallas Mavericks,8:38,1,4,0.25,0,3,0.0,0,0,0.0,0,2,2,1,1,1,0,1,2,-6,8:38,0.25,0.25,0.75,0.0,0.0,23.7,12.9,16.1,5.6,9.6,0.0,20.4,69.0,94.0,20200302
849,Michael Kidd-Gilchrist,Dallas Mavericks,5:49,0,0,0.0,0,0,0.0,2,2,1.0,1,0,1,0,0,0,0,2,2,-8,5:49,1.136,0.0,0.0,0.0,21.2,0.0,9.6,0.0,0.0,0.0,0.0,6.7,243.0,118.0,20200302
850,Willie Cauley-Stein,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200302
851,Team Totals,Dallas Mavericks,240,40,84,0.476,12,42,0.286,15,20,0.75,9,35,44,26,9,5,16,20,107,0,240,0.577,0.548,0.5,0.238,23.1,74.5,51.2,65.0,9.1,8.6,14.7,100.0,107.9,109.9,20200302
852,Kristaps Porziņģis,Dallas Mavericks,45:17,14,28,0.5,3,9,0.333,3,3,1.0,4,8,12,3,0,5,0,2,34,6,45:17,0.58,0.554,0.321,0.107,10.9,16.1,13.9,12.7,0.0,8.6,0.0,28.2,124.0,107.0,20200304
853,Luka Dončić,Dallas Mavericks,40:57,9,20,0.45,4,11,0.364,8,13,0.615,1,16,17,10,1,1,7,2,30,-5,40:57,0.583,0.55,0.55,0.65,3.0,35.7,21.8,40.0,1.1,1.9,21.4,34.8,105.0,102.0,20200304
854,Tim Hardaway Jr.,Dallas Mavericks,39:23,5,15,0.333,4,9,0.444,4,4,1.0,0,1,1,4,0,0,2,1,18,-1,39:23,0.537,0.467,0.6,0.267,0.0,2.3,1.3,14.4,0.0,0.0,10.7,20.8,104.0,118.0,20200304
855,Maxi Kleber,Dallas Mavericks,39:22,2,8,0.25,1,4,0.25,0,0,0.0,0,7,7,4,1,5,0,4,5,-4,39:22,0.313,0.313,0.5,0.0,0.0,16.2,9.3,13.0,1.2,9.9,0.0,8.9,90.0,103.0,20200304
856,Dorian Finney-Smith,Dallas Mavericks,9:23,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,-1,9:23,0.333,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,66.0,118.0,20200304
857,Seth Curry,Dallas Mavericks,37:19,7,12,0.583,6,9,0.667,1,2,0.5,0,3,3,4,1,0,3,4,21,18,37:19,0.815,0.833,0.75,0.167,0.0,7.3,4.2,16.7,1.2,0.0,18.9,18.6,124.0,113.0,20200304
858,Delon Wright,Dallas Mavericks,24:54,3,5,0.6,3,4,0.75,1,2,0.5,0,3,3,5,2,0,2,0,10,11,24:54,0.85,0.9,0.8,0.4,0.0,11.0,6.3,28.3,3.7,0.0,25.4,13.8,134.0,107.0,20200304
859,Willie Cauley-Stein,Dallas Mavericks,15:45,1,1,1.0,0,0,0.0,0,0,0.0,0,5,5,0,0,2,0,0,2,-2,15:45,1.0,1.0,0.0,0.0,0.0,29.0,16.7,0.0,0.0,9.9,0.0,2.8,200.0,102.0,20200304
860,Courtney Lee,Dallas Mavericks,10:59,2,3,0.667,1,2,0.5,0,0,0.0,1,0,1,0,0,0,1,1,5,-5,10:59,0.833,0.833,0.667,0.0,11.2,0.0,4.8,0.0,0.0,0.0,25.0,15.9,115.0,118.0,20200304
861,Michael Kidd-Gilchrist,Dallas Mavericks,1:41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,1,0,3,1:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0,100.0,25.9,0.0,52.0,20200304
862,Justin Jackson,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200304
863,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200304
864,Antonius Cleveland,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200304
865,Team Totals,Dallas Mavericks,265,44,95,0.463,22,50,0.44,17,24,0.708,6,43,49,30,6,13,16,17,127,0,265,0.602,0.579,0.526,0.253,14.0,74.1,48.5,68.2,5.3,19.1,13.2,100.0,111.6,108.0,20200304
866,Luka Dončić,Dallas Mavericks,30:03,7,20,0.35,2,8,0.25,5,8,0.625,0,4,4,6,2,0,1,1,21,-6,30:03,0.446,0.4,0.4,0.4,0.0,14.5,6.7,28.3,3.3,0.0,4.1,34.8,104.0,98.0,20200306
867,Maxi Kleber,Dallas Mavericks,29:55,3,8,0.375,3,7,0.429,0,0,0.0,2,2,4,2,1,2,1,1,9,8,29:55,0.563,0.563,0.875,0.0,6.3,7.3,6.8,8.0,1.6,5.9,11.1,12.8,117.0,99.0,20200306
868,Courtney Lee,Dallas Mavericks,29:16,5,6,0.833,3,4,0.75,0,0,0.0,1,4,5,2,2,1,2,1,13,25,29:16,1.083,1.083,0.667,0.0,3.2,14.9,8.6,8.9,3.3,3.0,25.0,11.7,145.0,96.0,20200306
869,Kristaps Porziņģis,Dallas Mavericks,29:01,9,19,0.474,4,9,0.444,4,5,0.8,2,9,11,4,3,4,1,4,26,38,29:01,0.613,0.579,0.474,0.263,6.5,33.8,19.2,22.0,5.1,12.3,4.5,32.6,129.0,81.0,20200306
870,Seth Curry,Dallas Mavericks,15:27,7,9,0.778,1,3,0.333,0,0,0.0,0,1,1,0,0,0,2,0,15,19,15:27,0.833,0.833,0.333,0.0,0.0,7.1,3.3,0.0,0.0,0.0,18.2,30.4,114.0,107.0,20200306
871,Justin Jackson,Dallas Mavericks,31:41,4,8,0.5,2,4,0.5,0,0,0.0,2,2,4,4,0,1,0,0,10,29,31:41,0.625,0.625,0.5,0.0,5.9,6.9,6.4,15.6,0.0,2.8,0.0,10.8,151.0,105.0,20200306
872,Delon Wright,Dallas Mavericks,29:13,4,6,0.667,1,2,0.5,2,2,1.0,2,6,8,5,3,0,1,1,11,14,29:13,0.799,0.75,0.333,0.333,6.4,22.4,13.8,21.4,5.0,0.0,12.7,11.5,161.0,93.0,20200306
873,Michael Kidd-Gilchrist,Dallas Mavericks,15:29,0,3,0.0,0,2,0.0,0,0,0.0,0,4,4,1,0,0,2,2,0,7,15:29,0.0,0.0,0.667,0.0,0.0,28.2,13.1,6.9,0.0,0.0,40.0,13.8,15.0,102.0,20200306
874,J.J. Barea,Dallas Mavericks,15:12,1,7,0.143,1,6,0.167,0,0,0.0,0,2,2,3,0,0,0,0,3,-6,15:12,0.214,0.214,0.857,0.0,0.0,14.4,6.6,22.6,0.0,0.0,0.0,19.7,75.0,106.0,20200306
875,Willie Cauley-Stein,Dallas Mavericks,10:34,2,5,0.4,0,0,0.0,0,0,0.0,3,1,4,3,0,1,0,0,4,-7,10:34,0.4,0.4,0.0,0.0,26.7,10.3,19.1,37.9,0.0,8.4,0.0,20.2,134.0,100.0,20200306
876,Boban Marjanović,Dallas Mavericks,4:09,3,4,0.75,1,2,0.5,2,2,1.0,1,0,1,0,0,0,0,1,9,4,4:09,0.922,0.875,0.5,0.5,22.7,0.0,12.2,0.0,0.0,0.0,0.0,50.2,187.0,108.0,20200306
877,Team Totals,Dallas Mavericks,240,45,95,0.474,18,47,0.383,13,17,0.765,13,35,48,30,11,9,10,11,121,0,240,0.59,0.568,0.495,0.179,25.5,79.5,50.5,66.7,11.2,16.7,8.9,100.0,123.1,97.7,20200306
878,Tim Hardaway Jr.,Dallas Mavericks,38:45,11,21,0.524,6,11,0.545,2,2,1.0,1,3,4,1,0,1,1,1,30,-2,38:45,0.686,0.667,0.524,0.095,2.5,9.5,5.6,4.9,0.0,1.9,4.4,25.3,130.0,117.0,20200308
879,Kristaps Porziņģis,Dallas Mavericks,38:16,3,17,0.176,0,5,0.0,3,4,0.75,4,4,8,2,0,2,4,3,9,-4,38:16,0.24,0.176,0.294,0.235,10.0,12.9,11.3,7.1,0.0,3.9,17.6,25.5,59.0,114.0,20200308
880,Luka Dončić,Dallas Mavericks,36:17,13,26,0.5,4,13,0.308,6,10,0.6,1,9,10,8,2,0,3,3,36,2,36:17,0.592,0.577,0.5,0.385,2.6,30.5,14.9,48.5,2.7,0.0,9.0,39.5,118.0,110.0,20200308
881,Maxi Kleber,Dallas Mavericks,34:15,1,4,0.25,0,3,0.0,0,0,0.0,1,4,5,1,0,0,0,2,2,-3,34:15,0.25,0.25,0.75,0.0,2.8,14.4,7.9,3.7,0.0,0.0,0.0,5.0,80.0,118.0,20200308
882,Courtney Lee,Dallas Mavericks,31:28,2,9,0.222,1,5,0.2,2,2,1.0,1,1,2,0,2,0,0,3,7,-1,31:28,0.354,0.278,0.556,0.222,3.1,3.9,3.4,0.0,3.1,0.0,0.0,13.5,82.0,112.0,20200308
883,Delon Wright,Dallas Mavericks,22:57,3,5,0.6,1,2,0.5,0,0,0.0,0,3,3,1,2,1,1,0,7,-11,22:57,0.7,0.7,0.4,0.0,0.0,16.1,7.1,6.4,4.2,3.2,16.7,11.2,115.0,106.0,20200308
884,Justin Jackson,Dallas Mavericks,18:55,3,4,0.75,2,3,0.667,3,4,0.75,0,2,2,5,1,1,0,0,11,7,18:55,0.955,1.0,0.75,1.0,0.0,13.0,5.7,40.4,2.5,3.9,0.0,13.0,203.0,109.0,20200308
885,Willie Cauley-Stein,Dallas Mavericks,9:37,2,2,1.0,0,0,0.0,1,3,0.333,0,3,3,0,0,0,0,2,5,-3,9:37,0.753,1.0,0.0,1.5,0.0,38.4,16.8,0.0,0.0,0.0,0.0,14.8,143.0,114.0,20200308
886,Boban Marjanović,Dallas Mavericks,5:32,1,2,0.5,0,0,0.0,0,0,0.0,1,4,5,0,0,0,1,1,2,-1,5:32,0.5,0.5,0.0,0.0,17.3,89.0,48.7,0.0,0.0,0.0,33.3,23.2,80.0,108.0,20200308
887,J.J. Barea,Dallas Mavericks,3:58,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0,1,3:58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,10.8,54.0,117.0,20200308
888,Team Totals,Dallas Mavericks,240,39,91,0.429,14,43,0.326,17,25,0.68,9,33,42,19,7,5,10,17,109,0,240,0.534,0.505,0.473,0.275,18.0,84.6,47.2,48.7,7.0,7.7,8.9,100.0,109.4,112.4,20200308
889,Dorian Finney-Smith,Dallas Mavericks,37:56,6,10,0.6,3,6,0.5,0,0,0.0,1,3,4,0,1,0,2,3,15,-1,37:56,0.75,0.75,0.6,0.0,3.1,9.3,6.2,0.0,1.3,0.0,16.7,13.7,117.0,122.0,20200310
890,Kristaps Porziņģis,Dallas Mavericks,37:56,4,15,0.267,1,8,0.125,0,0,0.0,2,10,12,3,0,2,2,4,9,-1,37:56,0.3,0.3,0.533,0.0,6.2,30.9,18.5,10.3,0.0,4.4,11.8,19.4,72.0,118.0,20200310
891,Tim Hardaway Jr.,Dallas Mavericks,37:14,8,17,0.471,4,9,0.444,0,2,0.0,1,6,7,3,2,0,1,2,20,0,37:14,0.559,0.588,0.529,0.118,3.1,18.9,11.0,12.2,2.6,0.0,5.3,22.0,111.0,118.0,20200310
892,Luka Dončić,Dallas Mavericks,36:17,13,26,0.5,6,13,0.462,6,7,0.857,1,6,7,8,2,0,5,3,38,-9,36:17,0.653,0.615,0.5,0.269,3.2,19.4,11.3,42.7,2.6,0.0,14.7,40.7,120.0,117.0,20200310
893,Courtney Lee,Dallas Mavericks,22:18,0,1,0.0,0,0,0.0,2,2,1.0,0,0,0,0,2,1,0,0,2,-1,22:18,0.532,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.3,3.8,0.0,3.7,121.0,112.0,20200310
894,Maxi Kleber,Dallas Mavericks,30:41,5,9,0.556,2,5,0.4,0,0,0.0,0,5,5,3,0,0,1,3,12,-16,30:41,0.667,0.667,0.556,0.0,0.0,19.1,9.5,13.7,0.0,0.0,10.0,14.1,125.0,123.0,20200310
895,Delon Wright,Dallas Mavericks,19:20,3,5,0.6,1,2,0.5,0,0,0.0,1,3,4,4,1,0,3,2,7,-9,19:20,0.7,0.7,0.4,0.0,6.1,18.2,12.1,28.7,2.5,0.0,37.5,17.9,106.0,118.0,20200310
896,Justin Jackson,Dallas Mavericks,9:32,1,3,0.333,0,1,0.0,0,0,0.0,1,1,2,2,0,0,0,0,2,-5,9:32,0.333,0.333,0.333,0.0,12.3,12.3,12.3,27.2,0.0,0.0,0.0,13.6,113.0,124.0,20200310
897,Boban Marjanović,Dallas Mavericks,8:46,2,6,0.333,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,4,-8,8:46,0.333,0.333,0.0,0.0,0.0,13.4,6.7,0.0,0.0,0.0,0.0,29.6,68.0,124.0,20200310
898,J.J. Barea,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200310
899,Antonius Cleveland,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200310
900,Team Totals,Dallas Mavericks,240,42,92,0.457,17,44,0.386,8,11,0.727,7,35,42,23,8,3,14,19,109,0,240,0.563,0.549,0.478,0.12,17.1,85.4,51.2,54.8,8.0,5.3,12.6,100.0,108.7,118.7,20200310
901,Luka Dončić,Dallas Mavericks,39:32,10,22,0.455,2,8,0.25,6,11,0.545,1,5,6,9,2,0,2,2,28,3,39:32,0.522,0.5,0.364,0.5,2.4,14.5,7.9,36.6,2.5,0.0,6.9,31.2,115.0,99.0,20200311
902,Tim Hardaway Jr.,Dallas Mavericks,39:10,4,15,0.267,4,12,0.333,2,2,1.0,0,5,5,1,1,0,0,1,14,17,39:10,0.441,0.4,0.8,0.133,0.0,14.6,6.7,3.3,1.3,0.0,0.0,17.4,99.0,102.0,20200311
903,Maxi Kleber,Dallas Mavericks,38:26,6,13,0.462,3,9,0.333,0,0,0.0,0,4,4,1,0,0,1,3,15,11,38:26,0.577,0.577,0.692,0.0,0.0,11.9,5.4,3.6,0.0,0.0,7.1,15.6,110.0,105.0,20200311
904,Boban Marjanović,Dallas Mavericks,31:27,12,20,0.6,0,0,0.0,7,8,0.875,9,8,17,1,2,0,3,1,31,5,31:27,0.659,0.6,0.0,0.4,27.5,29.1,28.2,6.4,3.1,0.0,11.3,36.1,131.0,97.0,20200311
905,Courtney Lee,Dallas Mavericks,20:26,3,6,0.5,1,1,1.0,0,0,0.0,0,1,1,1,0,0,0,2,7,-6,20:26,0.583,0.583,0.167,0.0,0.0,5.6,2.6,6.7,0.0,0.0,0.0,12.6,125.0,105.0,20200311
906,Delon Wright,Dallas Mavericks,28:17,3,8,0.375,2,3,0.667,2,2,1.0,2,7,9,4,4,1,2,0,10,27,28:17,0.563,0.5,0.375,0.25,6.8,28.3,16.6,18.4,7.0,3.9,18.4,16.5,115.0,84.0,20200311
907,J.J. Barea,Dallas Mavericks,16:35,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,4,0,0,1,3,2,7,16:35,0.5,0.5,0.0,0.0,0.0,6.9,3.1,29.6,0.0,0.0,33.3,7.7,110.0,105.0,20200311
908,Justin Jackson,Dallas Mavericks,15:37,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,2,0,1,0,1,0,11,15:37,0.0,0.0,0.667,0.0,0.0,14.6,6.7,14.6,0.0,7.0,0.0,8.2,43.0,99.0,20200311
909,Willie Cauley-Stein,Dallas Mavericks,10:30,3,3,1.0,0,0,0.0,0,0,0.0,1,6,7,0,0,0,1,1,6,5,10:30,1.0,1.0,0.0,0.0,9.1,65.3,34.8,0.0,0.0,0.0,25.0,16.3,136.0,101.0,20200311
910,Antonius Cleveland,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200311
911,Michael Kidd-Gilchrist,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200311
912,Team Totals,Dallas Mavericks,240,42,92,0.457,12,35,0.343,17,23,0.739,13,39,52,23,9,2,10,14,113,0,240,0.553,0.522,0.38,0.25,26.0,92.9,56.5,54.8,9.2,4.5,8.9,100.0,115.8,99.4,20200311
913,Luka Dončić,Dallas Mavericks,42:08,11,27,0.407,1,9,0.111,5,9,0.556,2,11,13,10,1,1,8,6,28,0,42:08,0.452,0.426,0.333,0.333,5.1,28.2,16.7,34.8,1.0,2.4,20.5,34.6,92.0,125.0,20200731
914,Tim Hardaway Jr.,Dallas Mavericks,41:18,6,12,0.5,5,8,0.625,7,7,1.0,0,5,5,3,1,0,3,4,24,-7,41:18,0.796,0.708,0.667,0.583,0.0,13.1,6.5,9.1,1.1,0.0,16.6,16.4,138.0,129.0,20200731
915,Kristaps Porziņģis,Dallas Mavericks,38:53,13,26,0.5,3,8,0.375,10,11,0.909,2,14,16,2,2,1,2,5,39,-11,38:53,0.632,0.558,0.308,0.423,5.6,38.9,22.3,8.4,2.2,2.6,6.1,31.6,129.0,121.0,20200731
916,Dorian Finney-Smith,Dallas Mavericks,27:44,2,7,0.286,2,6,0.333,0,0,0.0,3,1,4,5,0,0,3,6,6,3,27:44,0.429,0.429,0.857,0.0,11.7,3.9,7.8,20.7,0.0,0.0,30.0,13.5,99.0,132.0,20200731
