,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
1333,CJ Elleby,Portland Trail Blazers,31:11,5,9,0.556,1,5,0.2,4,6,0.667,3,4,7,1,1,2,0,4,15,5,31:11,0.644,0.611,0.556,0.667,9.6,14.7,12.0,4.1,1.6,5.7,0.0,15.0,154.0,104.0,20210204
1334,Anfernee Simons,Portland Trail Blazers,18:53,4,9,0.444,2,7,0.286,4,5,0.8,0,1,1,2,1,0,1,0,14,14,18:53,0.625,0.556,0.778,0.556,0.0,6.1,2.8,14.6,2.6,0.0,8.2,26.0,136.0,108.0,20210204
1335,Harry Giles,Portland Trail Blazers,14:17,2,4,0.5,0,0,0.0,0,0,0.0,5,4,9,1,0,0,2,5,4,-11,14:17,0.5,0.5,0.0,0.0,35.0,32.0,33.6,8.8,0.0,0.0,33.3,16.9,106.0,108.0,20210204
1336,Keljin Blevins,Portland Trail Blazers,3:43,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-11,3:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,114.0,20210204
1337,CJ McCollum,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210204
1338,Zach Collins,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210204
1339,Jusuf Nurkić,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210204
1340,Team Totals,Portland Trail Blazers,240,45,98,0.459,13,31,0.419,18,23,0.783,19,34,53,17,8,5,11,18,121,0,240,0.56,0.526,0.316,0.235,39.6,81.0,58.9,37.8,8.2,9.3,9.2,100.0,123.6,107.3,20210204
1341,Damian Lillard,Portland Trail Blazers,38:01,10,20,0.5,6,12,0.5,3,5,0.6,1,3,4,9,4,0,4,0,29,-6,38:01,0.653,0.65,0.6,0.25,2.3,10.0,5.5,46.6,5.3,0.0,15.3,30.9,125.0,109.0,20210206
1342,Robert Covington,Portland Trail Blazers,36:25,4,10,0.4,3,9,0.333,2,2,1.0,2,8,10,1,2,1,1,1,13,-10,36:25,0.597,0.55,0.9,0.2,4.9,27.7,14.3,4.2,2.7,2.3,8.4,14.6,121.0,110.0,20210206
1343,Gary Trent Jr.,Portland Trail Blazers,34:55,8,20,0.4,3,11,0.273,0,2,0.0,3,3,6,0,0,0,0,1,19,-11,34:55,0.455,0.475,0.55,0.1,7.6,10.9,9.0,0.0,0.0,0.0,0.0,26.8,100.0,121.0,20210206
1344,Enes Freedom,Portland Trail Blazers,34:00,6,10,0.6,0,0,0.0,1,2,0.5,3,8,11,0,0,4,1,3,13,-8,34:00,0.597,0.6,0.0,0.2,7.8,29.7,16.9,0.0,0.0,9.7,8.4,15.7,119.0,109.0,20210206
1345,Rodney Hood,Portland Trail Blazers,33:54,3,10,0.3,1,6,0.167,0,2,0.0,0,1,1,0,0,0,1,4,7,-7,33:54,0.322,0.35,0.6,0.2,0.0,3.7,1.5,0.0,0.0,0.0,8.4,15.7,61.0,122.0,20210206
1346,Anfernee Simons,Portland Trail Blazers,18:20,4,8,0.5,3,6,0.5,1,1,1.0,0,1,1,3,1,0,1,2,12,-8,18:20,0.711,0.688,0.75,0.125,0.0,6.9,2.8,29.6,2.7,0.0,10.6,23.1,138.0,115.0,20210206
1347,Derrick Jones Jr.,Portland Trail Blazers,18:02,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,1,0,0,1,1,3,-4,18:02,0.5,0.5,0.667,0.0,0.0,0.0,0.0,7.8,0.0,0.0,25.0,9.9,85.0,123.0,20210206
1348,Carmelo Anthony,Portland Trail Blazers,16:39,1,8,0.125,0,1,0.0,0,0,0.0,0,3,3,0,0,2,1,3,2,-5,16:39,0.125,0.125,0.125,0.0,0.0,22.8,9.4,0.0,0.0,9.9,11.1,24.2,24.0,110.0,20210206
1349,Harry Giles,Portland Trail Blazers,9:44,0,0,0.0,0,0,0.0,1,2,0.5,2,3,5,1,0,0,1,0,1,4,9:44,0.568,0.0,0.0,0.0,18.3,38.9,26.8,13.3,0.0,0.0,53.2,8.7,111.0,116.0,20210206
1350,CJ Elleby,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210206
1351,Keljin Blevins,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210206
1352,Jusuf Nurkić,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210206
1353,CJ McCollum,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210206
1354,Zach Collins,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210206
1355,Team Totals,Portland Trail Blazers,240,37,89,0.416,17,47,0.362,8,16,0.5,11,30,41,15,7,7,11,15,99,0,240,0.515,0.511,0.528,0.18,20.4,78.9,44.6,40.5,7.3,12.1,10.3,100.0,102.9,114.4,20210206
1356,Robert Covington,Portland Trail Blazers,35:06,2,6,0.333,1,5,0.2,0,0,0.0,0,11,11,4,1,2,2,2,5,11,35:06,0.417,0.417,0.833,0.0,0.0,27.4,14.1,17.0,1.4,5.2,25.0,10.3,83.0,95.0,20210209
1357,Damian Lillard,Portland Trail Blazers,33:37,9,22,0.409,5,10,0.5,13,13,1.0,1,4,5,2,1,0,2,0,36,10,33:37,0.649,0.523,0.455,0.591,2.7,10.4,6.7,12.9,1.5,0.0,6.7,39.9,127.0,104.0,20210209
1358,Gary Trent Jr.,Portland Trail Blazers,33:03,6,18,0.333,3,9,0.333,0,0,0.0,0,4,4,6,1,0,0,0,15,6,33:03,0.417,0.417,0.5,0.0,0.0,10.6,5.4,33.2,1.5,0.0,0.0,24.6,101.0,104.0,20210209
1359,Derrick Jones Jr.,Portland Trail Blazers,29:06,3,6,0.5,1,3,0.333,1,1,1.0,6,4,10,0,0,0,0,3,8,2,29:06,0.621,0.583,0.5,0.167,19.0,12.0,15.4,0.0,0.0,0.0,0.0,10.0,157.0,106.0,20210209
1360,Enes Freedom,Portland Trail Blazers,27:05,3,6,0.5,0,0,0.0,0,0,0.0,1,9,10,2,1,0,0,4,6,9,27:05,0.5,0.5,0.0,0.0,3.4,29.0,16.6,11.9,1.8,0.0,0.0,10.0,121.0,96.0,20210209
1361,Carmelo Anthony,Portland Trail Blazers,26:56,7,16,0.438,5,9,0.556,4,5,0.8,0,3,3,0,0,3,1,1,23,6,26:56,0.632,0.594,0.563,0.313,0.0,9.7,5.0,0.0,0.0,10.1,5.2,32.2,116.0,100.0,20210209
1362,Anfernee Simons,Portland Trail Blazers,21:40,4,11,0.364,3,8,0.375,0,0,0.0,0,5,5,2,0,0,1,3,11,3,21:40,0.5,0.5,0.727,0.0,0.0,20.1,10.4,17.0,0.0,0.0,8.3,25.0,97.0,103.0,20210209
1363,Rodney Hood,Portland Trail Blazers,16:59,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,1,0,8,16:59,0.0,0.0,0.0,0.0,0.0,5.1,2.6,8.1,2.9,0.0,0.0,5.3,32.0,102.0,20210209
1364,CJ Elleby,Portland Trail Blazers,9:11,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,1,0,0,2,2,-6,9:11,0.333,0.333,0.667,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,14.7,68.0,96.0,20210209
1365,Harry Giles,Portland Trail Blazers,7:17,0,0,0.0,0,0,0.0,0,0,0.0,1,4,5,1,0,1,2,1,0,-4,7:17,0.0,0.0,0.0,0.0,12.7,47.9,30.8,18.8,0.0,12.4,100.0,12.4,53.0,85.0,20210209
1366,Jusuf Nurkić,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210209
1367,CJ McCollum,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210209
1368,Zach Collins,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210209
1369,Team Totals,Portland Trail Blazers,240,35,90,0.389,18,46,0.391,18,19,0.947,9,45,54,18,6,6,8,17,106,0,240,0.539,0.489,0.511,0.211,17.3,81.8,50.5,51.4,6.2,11.3,7.5,100.0,110.2,100.9,20210209
1370,Gary Trent Jr.,Portland Trail Blazers,36:57,7,12,0.583,5,7,0.714,0,0,0.0,1,3,4,0,1,0,1,0,19,11,36:57,0.792,0.792,0.583,0.0,2.6,9.1,5.6,0.0,1.4,0.0,7.7,15.2,151.0,123.0,20210211
1371,Damian Lillard,Portland Trail Blazers,35:54,6,21,0.286,4,11,0.364,14,15,0.933,0,2,2,7,2,0,3,1,30,-8,35:54,0.543,0.381,0.524,0.714,0.0,6.2,2.9,29.3,2.8,0.0,9.8,36.8,121.0,120.0,20210211
1372,Enes Freedom,Portland Trail Blazers,31:54,5,12,0.417,0,0,0.0,0,0,0.0,7,7,14,2,0,0,1,4,10,-7,31:54,0.417,0.417,0.0,0.0,21.1,24.5,22.7,9.3,0.0,0.0,7.7,17.6,116.0,121.0,20210211
1373,Robert Covington,Portland Trail Blazers,25:28,2,5,0.4,1,4,0.25,0,0,0.0,0,5,5,2,1,1,0,1,5,-2,25:28,0.5,0.5,0.8,0.0,0.0,21.9,10.1,10.4,2.0,3.2,0.0,8.5,127.0,116.0,20210211
1374,Derrick Jones Jr.,Portland Trail Blazers,23:08,3,9,0.333,2,5,0.4,1,2,0.5,4,3,7,1,0,1,0,4,9,0,23:08,0.455,0.444,0.556,0.222,16.6,14.5,15.6,6.1,0.0,3.5,0.0,18.4,125.0,121.0,20210211
1375,Carmelo Anthony,Portland Trail Blazers,25:35,9,15,0.6,4,5,0.8,2,2,1.0,1,1,2,0,0,0,1,2,24,6,25:35,0.756,0.733,0.333,0.133,3.8,4.4,4.0,0.0,0.0,0.0,5.9,28.5,147.0,127.0,20210211
1376,Rodney Hood,Portland Trail Blazers,23:51,4,10,0.4,0,2,0.0,0,0,0.0,1,3,4,1,0,0,1,3,8,3,23:51,0.4,0.4,0.2,0.0,4.0,14.0,8.7,6.3,0.0,0.0,9.1,19.9,89.0,124.0,20210211
1377,Anfernee Simons,Portland Trail Blazers,22:47,4,8,0.5,1,4,0.25,2,2,1.0,0,2,2,2,0,0,0,1,11,6,22:47,0.619,0.563,0.5,0.25,0.0,9.8,4.5,13.3,0.0,0.0,0.0,16.8,144.0,125.0,20210211
1378,Harry Giles,Portland Trail Blazers,14:26,0,1,0.0,0,0,0.0,2,2,1.0,1,6,7,0,1,0,1,5,2,11,14:26,0.532,0.0,0.0,2.0,6.7,46.4,25.0,0.0,3.5,0.0,34.7,8.6,93.0,108.0,20210211
1379,Zach Collins,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210211
1380,CJ McCollum,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210211
1381,Nassir Little,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210211
1382,Jusuf Nurkić,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210211
1383,Team Totals,Portland Trail Blazers,240,40,93,0.43,17,38,0.447,21,23,0.913,15,32,47,15,5,2,8,21,118,0,240,0.572,0.522,0.409,0.247,30.0,74.4,50.5,37.5,5.3,3.4,7.2,100.0,125.7,121.4,20210211
1384,Gary Trent Jr.,Portland Trail Blazers,36:24,8,12,0.667,4,6,0.667,6,6,1.0,0,3,3,2,0,0,2,4,26,16,36:24,0.888,0.833,0.5,0.5,0.0,8.6,4.6,8.1,0.0,0.0,12.0,19.7,160.0,113.0,20210212
1385,Damian Lillard,Portland Trail Blazers,29:34,7,16,0.438,0,6,0.0,6,6,1.0,0,3,3,9,1,0,4,3,20,20,29:34,0.536,0.438,0.375,0.375,0.0,10.6,5.7,46.2,1.6,0.0,17.7,33.0,111.0,109.0,20210212
1386,Enes Freedom,Portland Trail Blazers,27:05,9,11,0.818,0,0,0.0,3,3,1.0,7,6,13,1,0,1,2,4,21,21,27:05,0.852,0.818,0.0,0.273,31.0,23.1,26.8,6.6,0.0,2.8,14.0,22.8,162.0,107.0,20210212
1387,Robert Covington,Portland Trail Blazers,22:00,1,3,0.333,1,3,0.333,0,0,0.0,0,4,4,0,0,1,1,2,3,27,22:00,0.5,0.5,1.0,0.0,0.0,19.0,10.1,0.0,0.0,3.4,25.0,7.8,75.0,108.0,20210212
1388,Derrick Jones Jr.,Portland Trail Blazers,19:12,1,2,0.5,0,1,0.0,3,4,0.75,0,5,5,0,0,0,1,2,5,24,19:12,0.665,0.5,0.5,2.0,0.0,27.2,14.5,0.0,0.0,0.0,21.0,10.7,109.0,108.0,20210212
1389,Anfernee Simons,Portland Trail Blazers,30:26,4,10,0.4,4,9,0.444,4,4,1.0,0,3,3,1,1,0,2,2,16,5,30:26,0.68,0.6,0.9,0.4,0.0,10.3,5.5,4.3,1.6,0.0,14.5,19.5,123.0,110.0,20210212
1390,Carmelo Anthony,Portland Trail Blazers,20:22,7,13,0.538,3,7,0.429,6,8,0.75,1,1,2,1,1,1,0,2,23,2,20:22,0.696,0.654,0.538,0.615,5.9,5.1,5.5,8.9,2.3,3.7,0.0,34.9,150.0,106.0,20210212
1391,Harry Giles,Portland Trail Blazers,20:16,2,5,0.4,0,0,0.0,2,2,1.0,1,9,10,2,0,1,0,4,6,-5,20:16,0.51,0.4,0.0,0.4,5.9,46.3,27.5,12.4,0.0,3.7,0.0,12.5,132.0,100.0,20210212
1392,Nassir Little,Portland Trail Blazers,13:47,1,3,0.333,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,1,13:47,0.333,0.333,0.333,0.0,0.0,7.6,4.0,0.0,0.0,0.0,0.0,9.4,73.0,114.0,20210212
1393,Rodney Hood,Portland Trail Blazers,12:28,2,5,0.4,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,3,4,-9,12:28,0.4,0.4,0.0,0.0,0.0,8.4,4.5,0.0,0.0,0.0,16.7,20.7,68.0,113.0,20210212
1394,CJ Elleby,Portland Trail Blazers,8:26,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,0,0,0,1,2,3,-7,8:26,0.5,0.5,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.4,75.0,115.0,20210212
1395,CJ McCollum,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210212
1396,Jusuf Nurkić,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210212
1397,Zach Collins,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210212
1398,Team Totals,Portland Trail Blazers,240,43,83,0.518,13,35,0.371,30,33,0.909,9,36,45,16,3,4,14,29,129,0,240,0.661,0.596,0.422,0.398,22.5,78.3,52.3,37.2,3.0,6.3,12.6,100.0,127.7,108.9,20210212
1399,Robert Covington,Portland Trail Blazers,38:33,5,7,0.714,4,4,1.0,1,2,0.5,2,3,5,0,4,0,0,3,15,4,38:33,0.952,1.0,0.571,0.286,7.1,10.4,8.8,0.0,5.4,0.0,0.0,9.1,198.0,120.0,20210214
1400,Damian Lillard,Portland Trail Blazers,36:28,12,26,0.462,5,11,0.455,5,7,0.714,0,3,3,11,1,0,5,5,34,11,36:28,0.585,0.558,0.423,0.269,0.0,11.0,5.6,49.6,1.4,0.0,14.7,41.4,124.0,129.0,20210214
1401,Gary Trent Jr.,Portland Trail Blazers,35:35,6,13,0.462,3,8,0.375,2,3,0.667,0,1,1,0,1,0,1,1,17,2,35:35,0.594,0.577,0.615,0.231,0.0,3.7,1.9,0.0,1.4,0.0,6.5,19.1,120.0,131.0,20210214
1402,Derrick Jones Jr.,Portland Trail Blazers,32:16,2,4,0.5,0,2,0.0,2,2,1.0,1,3,4,0,0,2,0,3,6,2,32:16,0.615,0.5,0.5,0.5,4.3,12.4,8.4,0.0,0.0,7.4,0.0,6.7,145.0,129.0,20210214
1403,Enes Freedom,Portland Trail Blazers,23:23,6,7,0.857,0,0,0.0,2,3,0.667,2,6,8,0,1,0,0,2,14,3,23:23,0.841,0.857,0.0,0.429,11.7,34.2,23.1,0.0,2.2,0.0,0.0,15.8,178.0,121.0,20210214
1404,Carmelo Anthony,Portland Trail Blazers,31:27,7,17,0.412,1,8,0.125,0,0,0.0,2,3,5,3,0,0,3,3,15,9,31:27,0.441,0.441,0.471,0.0,8.7,12.7,10.7,13.3,0.0,0.0,15.0,28.2,96.0,132.0,20210214
1405,Anfernee Simons,Portland Trail Blazers,24:16,4,6,0.667,4,6,0.667,0,0,0.0,0,3,3,1,0,0,3,3,12,-5,24:16,1.0,1.0,1.0,0.0,0.0,16.5,8.4,5.3,0.0,0.0,33.3,16.4,128.0,131.0,20210214
1406,Harry Giles,Portland Trail Blazers,13:02,2,3,0.667,0,0,0.0,1,2,0.5,3,3,6,0,0,0,2,3,5,-11,13:02,0.644,0.667,0.0,0.667,31.6,30.7,31.1,0.0,0.0,0.0,34.0,20.0,107.0,128.0,20210214
1407,Nassir Little,Portland Trail Blazers,5:00,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,0,0,0,1,0,3,0,5:00,0.75,0.75,0.5,0.0,0.0,26.7,13.5,0.0,0.0,0.0,33.3,26.6,95.0,129.0,20210214
1408,CJ Elleby,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210214
1409,Jusuf Nurkić,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210214
1410,Zach Collins,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210214
1411,CJ McCollum,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210214
1412,Keljin Blevins,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210214
1413,Team Totals,Portland Trail Blazers,240,45,85,0.529,18,40,0.45,13,19,0.684,10,26,36,15,7,2,15,23,121,0,240,0.648,0.635,0.471,0.224,28.6,72.2,50.7,33.3,7.5,5.0,13.8,100.0,130.0,126.8,20210214
1414,Gary Trent Jr.,Portland Trail Blazers,38:02,8,16,0.5,3,8,0.375,0,0,0.0,0,1,1,4,2,0,1,1,19,14,38:02,0.594,0.594,0.5,0.0,0.0,2.7,1.3,15.8,2.6,0.0,5.9,18.9,123.0,109.0,20210216
1415,Damian Lillard,Portland Trail Blazers,36:57,12,25,0.48,5,14,0.357,2,3,0.667,2,5,7,10,2,0,3,5,31,17,36:57,0.589,0.58,0.56,0.12,4.8,14.1,9.1,49.2,2.7,0.0,10.2,33.6,125.0,106.0,20210216
1416,Robert Covington,Portland Trail Blazers,36:39,2,7,0.286,2,5,0.4,0,0,0.0,2,7,9,5,0,6,0,3,6,7,36:39,0.429,0.429,0.714,0.0,4.9,19.9,11.8,16.6,0.0,15.1,0.0,8.1,133.0,99.0,20210216
1417,Enes Freedom,Portland Trail Blazers,32:39,2,10,0.2,0,0,0.0,4,6,0.667,7,14,21,1,0,0,3,3,8,17,32:39,0.316,0.2,0.0,0.6,19.1,44.7,30.9,3.8,0.0,0.0,19.2,20.3,84.0,106.0,20210216
1418,Derrick Jones Jr.,Portland Trail Blazers,30:32,4,9,0.444,1,4,0.25,4,6,0.667,2,5,7,1,0,1,0,1,13,-1,30:32,0.558,0.5,0.444,0.667,5.8,17.1,11.0,4.4,0.0,3.0,0.0,16.1,130.0,109.0,20210216
1419,Carmelo Anthony,Portland Trail Blazers,27:17,4,14,0.286,1,4,0.25,1,2,0.5,2,2,4,3,1,1,1,2,10,3,27:17,0.336,0.321,0.286,0.143,6.5,7.6,7.0,15.1,1.8,3.4,6.3,24.6,87.0,107.0,20210216
1420,Anfernee Simons,Portland Trail Blazers,17:59,5,9,0.556,5,8,0.625,0,0,0.0,0,2,2,1,1,0,1,6,15,-5,17:59,0.833,0.833,0.889,0.0,0.0,11.6,5.3,9.3,2.7,0.0,10.0,23.5,138.0,106.0,20210216
1421,Nassir Little,Portland Trail Blazers,16:34,5,5,1.0,3,3,1.0,0,0,0.0,0,3,3,1,0,0,1,2,13,5,16:34,1.3,1.3,0.6,0.0,0.0,18.9,8.7,10.5,0.0,0.0,16.7,15.3,184.0,111.0,20210216
1422,CJ Elleby,Portland Trail Blazers,3:21,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,3:21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,115.0,20210216
1423,Zach Collins,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210216
1424,Keljin Blevins,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210216
1425,Jusuf Nurkić,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210216
1426,CJ McCollum,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210216
1427,Team Totals,Portland Trail Blazers,240,42,96,0.438,20,47,0.426,11,17,0.647,15,39,54,26,6,8,10,23,115,0,240,0.556,0.542,0.49,0.177,27.8,84.8,54.0,61.9,6.1,15.4,8.8,100.0,117.5,106.3,20210216
1428,Robert Covington,Portland Trail Blazers,38:14,5,6,0.833,2,3,0.667,0,0,0.0,0,8,8,1,2,4,1,3,12,12,38:14,1.0,1.0,0.5,0.0,0.0,23.9,12.2,3.2,2.7,8.8,14.3,8.2,159.0,121.0,20210217
1429,Damian Lillard,Portland Trail Blazers,37:51,14,28,0.5,7,16,0.438,8,8,1.0,1,3,4,16,1,1,4,1,43,14,37:51,0.682,0.625,0.571,0.286,3.2,9.1,6.2,71.8,1.3,2.2,11.3,42.1,140.0,134.0,20210217
1430,Gary Trent Jr.,Portland Trail Blazers,33:56,7,14,0.5,5,10,0.5,4,4,1.0,0,2,2,1,1,0,0,4,23,7,33:56,0.73,0.679,0.714,0.286,0.0,6.7,3.5,3.9,1.5,0.0,0.0,20.9,146.0,135.0,20210217
1431,Derrick Jones Jr.,Portland Trail Blazers,31:44,6,8,0.75,1,2,0.5,0,0,0.0,3,4,7,3,2,2,1,4,13,3,31:44,0.813,0.813,0.25,0.0,11.3,14.4,12.9,12.3,3.2,5.3,11.1,12.7,159.0,125.0,20210217
1432,Enes Freedom,Portland Trail Blazers,30:28,5,10,0.5,0,0,0.0,1,2,0.5,2,2,4,1,0,0,0,3,11,10,30:28,0.506,0.5,0.0,0.2,7.9,7.5,7.7,4.1,0.0,0.0,0.0,16.0,117.0,139.0,20210217
1433,Anfernee Simons,Portland Trail Blazers,24:49,2,5,0.4,1,4,0.25,2,3,0.667,1,1,2,3,0,0,2,0,7,-9,24:49,0.554,0.5,0.8,0.6,4.8,4.6,4.7,13.8,0.0,0.0,24.0,15.1,107.0,140.0,20210217
1434,Carmelo Anthony,Portland Trail Blazers,19:41,5,12,0.417,2,3,0.667,0,0,0.0,0,3,3,1,0,0,0,4,12,-6,19:41,0.5,0.5,0.25,0.0,0.0,17.4,8.9,7.2,0.0,0.0,0.0,27.4,102.0,134.0,20210217
1435,Rodney Hood,Portland Trail Blazers,18:44,2,6,0.333,0,2,0.0,1,1,1.0,0,1,1,0,0,0,1,0,5,-11,18:44,0.388,0.333,0.333,0.167,0.0,6.1,3.1,0.0,0.0,0.0,13.4,17.8,68.0,140.0,20210217
