,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
527,Mike Scott,Philadelphia 76ers,25:31,3,8,0.375,1,3,0.333,0,0,0.0,2,2,4,1,0,0,0,0,7,13,25:31,0.438,0.438,0.375,0.0,8.7,8.7,8.7,5.0,0.0,0.0,0.0,14.0,113.0,111.0,20200109
528,Matisse Thybulle,Philadelphia 76ers,18:50,0,4,0.0,0,2,0.0,0,0,0.0,3,2,5,2,0,0,1,1,0,7,18:50,0.0,0.0,0.5,0.0,17.8,11.9,14.8,11.9,0.0,0.0,20.0,11.9,63.0,110.0,20200109
529,James Ennis III,Philadelphia 76ers,16:38,2,5,0.4,2,3,0.667,0,0,0.0,0,2,2,0,2,0,1,1,6,-4,16:38,0.6,0.6,0.6,0.0,0.0,13.4,6.7,0.0,6.2,0.0,16.7,16.1,99.0,96.0,20200109
530,Furkan Korkmaz,Philadelphia 76ers,14:15,3,6,0.5,3,5,0.6,0,0,0.0,0,3,3,0,0,0,1,1,9,-3,14:15,0.75,0.75,0.833,0.0,0.0,23.5,11.8,0.0,0.0,0.0,14.3,21.9,120.0,108.0,20200109
531,Norvel Pelle,Philadelphia 76ers,12:38,3,3,1.0,0,0,0.0,0,0,0.0,0,4,4,0,0,3,1,2,6,-1,12:38,1.0,1.0,0.0,0.0,0.0,35.3,17.7,0.0,0.0,21.9,25.0,14.1,127.0,87.0,20200109
532,Trey Burke,Philadelphia 76ers,12:25,0,3,0.0,0,1,0.0,0,0,0.0,1,2,3,2,0,0,0,0,0,0,12:25,0.0,0.0,0.333,0.0,9.0,18.0,13.5,18.0,0.0,0.0,0.0,10.8,65.0,109.0,20200109
533,Raul Neto,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200109
534,Kyle O'Quinn,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200109
535,Jonah Bolden,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200109
536,Team Totals,Philadelphia 76ers,240,43,88,0.489,11,27,0.407,12,17,0.706,13,35,48,24,6,5,12,11,109,0,240,0.571,0.551,0.307,0.193,30.2,81.4,55.8,55.8,6.4,9.6,11.2,100.0,116.3,104.5,20200109
537,Ben Simmons,Philadelphia 76ers,37:00,5,11,0.455,0,0,0.0,1,1,1.0,2,3,5,11,4,0,0,5,11,-19,37:00,0.481,0.455,0.0,0.091,4.6,9.7,6.7,46.8,5.6,0.0,0.0,13.8,132.0,113.0,20200111
538,Josh Richardson,Philadelphia 76ers,34:11,6,14,0.429,2,6,0.333,2,2,1.0,1,1,2,0,0,0,3,2,16,-27,34:11,0.538,0.5,0.429,0.143,2.5,3.5,2.9,0.0,0.0,0.0,16.8,23.4,90.0,127.0,20200111
539,Tobias Harris,Philadelphia 76ers,34:08,9,22,0.409,2,7,0.286,0,0,0.0,2,8,10,1,0,0,0,1,20,-18,34:08,0.455,0.455,0.318,0.0,4.9,28.1,14.5,5.8,0.0,0.0,0.0,28.8,98.0,121.0,20200111
540,Al Horford,Philadelphia 76ers,32:54,6,16,0.375,3,9,0.333,1,2,0.5,2,4,6,5,2,1,1,2,16,-22,32:54,0.474,0.469,0.563,0.125,5.1,14.6,9.0,25.8,3.2,2.8,5.6,24.3,105.0,116.0,20200111
541,Mike Scott,Philadelphia 76ers,23:26,3,9,0.333,1,5,0.2,2,2,1.0,2,4,6,0,1,1,0,1,9,-11,23:26,0.455,0.389,0.556,0.222,7.2,20.5,12.7,0.0,2.2,3.9,0.0,18.9,106.0,116.0,20200111
542,Matisse Thybulle,Philadelphia 76ers,19:40,0,4,0.0,0,2,0.0,2,2,1.0,1,2,3,0,1,1,0,4,2,-10,19:40,0.205,0.0,0.5,0.5,4.3,12.2,7.5,0.0,2.7,4.7,0.0,11.1,61.0,115.0,20200111
543,Furkan Korkmaz,Philadelphia 76ers,15:48,1,5,0.2,0,3,0.0,0,0,0.0,0,1,1,2,1,0,0,0,2,5,15:48,0.2,0.2,0.6,0.0,0.0,7.6,3.1,17.9,3.3,0.0,0.0,14.2,62.0,119.0,20200111
544,Norvel Pelle,Philadelphia 76ers,15:06,2,4,0.5,0,0,0.0,0,2,0.0,3,3,6,0,1,1,0,5,4,4,15:06,0.41,0.5,0.0,0.5,16.7,23.8,19.7,0.0,3.5,6.1,0.0,14.5,103.0,109.0,20200111
545,James Ennis III,Philadelphia 76ers,12:14,0,4,0.0,0,1,0.0,0,0,0.0,1,3,4,1,0,1,0,0,0,3,12:14,0.0,0.0,0.25,0.0,6.9,29.4,16.2,10.6,0.0,7.5,0.0,14.6,30.0,116.0,20200111
546,Trey Burke,Philadelphia 76ers,10:25,3,6,0.5,1,3,0.333,0,1,0.0,0,0,0,1,0,0,0,0,7,-1,10:25,0.543,0.583,0.5,0.167,0.0,0.0,0.0,19.9,0.0,0.0,0.0,27.7,110.0,129.0,20200111
547,Shake Milton,Philadelphia 76ers,2:34,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,3,2:34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,17.4,205.0,129.0,20200111
548,Raul Neto,Philadelphia 76ers,2:34,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,3,2:34,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,34.9,97.0,85.0,20200111
549,Kyle O'Quinn,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200111
550,Team Totals,Philadelphia 76ers,240,37,98,0.378,9,37,0.243,8,12,0.667,14,29,43,22,11,5,4,20,91,0,240,0.441,0.423,0.378,0.122,24.6,72.5,44.3,59.5,12.0,9.6,3.7,100.0,98.9,118.4,20200111
551,Ben Simmons,Philadelphia 76ers,40:18,10,17,0.588,0,0,0.0,4,4,1.0,3,11,14,3,1,0,2,3,24,2,40:18,0.64,0.588,0.0,0.235,7.3,24.7,16.3,14.2,1.3,0.0,9.6,22.8,126.0,104.0,20200113
552,Tobias Harris,Philadelphia 76ers,39:16,7,16,0.438,1,5,0.2,0,2,0.0,1,10,11,3,1,0,3,1,15,2,39:16,0.444,0.469,0.313,0.125,2.5,23.1,13.2,12.9,1.3,0.0,15.1,22.4,84.0,105.0,20200113
553,Josh Richardson,Philadelphia 76ers,35:30,8,19,0.421,1,8,0.125,6,7,0.857,2,2,4,3,0,0,1,4,23,-4,35:30,0.521,0.447,0.421,0.368,5.5,5.1,5.3,15.5,0.0,0.0,4.3,28.8,114.0,116.0,20200113
554,Al Horford,Philadelphia 76ers,35:29,5,11,0.455,0,3,0.0,0,0,0.0,1,7,8,5,0,2,1,4,10,1,35:29,0.455,0.455,0.273,0.0,2.8,17.9,10.6,22.4,0.0,4.5,8.3,15.0,103.0,107.0,20200113
555,Mike Scott,Philadelphia 76ers,18:14,1,6,0.167,1,6,0.167,2,2,1.0,0,4,4,1,0,0,0,1,5,-3,18:14,0.363,0.25,1.0,0.333,0.0,19.9,10.3,7.7,0.0,0.0,0.0,16.7,89.0,109.0,20200113
556,Matisse Thybulle,Philadelphia 76ers,27:47,2,8,0.25,1,5,0.2,1,2,0.5,3,2,5,1,2,1,1,4,6,-6,27:47,0.338,0.313,0.625,0.25,10.6,6.5,8.5,5.2,3.7,2.9,10.1,15.8,83.0,105.0,20200113
557,Furkan Korkmaz,Philadelphia 76ers,23:12,1,5,0.2,1,5,0.2,0,0,0.0,0,2,2,1,2,0,0,0,3,-7,23:12,0.3,0.3,1.0,0.0,0.0,7.8,4.1,5.9,4.4,0.0,0.0,9.5,75.0,105.0,20200113
558,Norvel Pelle,Philadelphia 76ers,12:31,1,4,0.25,0,0,0.0,0,0,0.0,2,2,4,0,0,1,1,3,2,-7,12:31,0.25,0.25,0.0,0.0,15.7,14.5,15.0,0.0,0.0,6.4,20.0,17.7,63.0,107.0,20200113
559,Trey Burke,Philadelphia 76ers,4:05,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-5,4:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,21.7,0.0,118.0,20200113
560,Raul Neto,Philadelphia 76ers,3:37,2,2,1.0,1,1,1.0,2,2,1.0,0,0,0,0,0,0,1,0,7,-3,3:37,1.215,1.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,47.5,149.0,118.0,20200113
561,Shake Milton,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200113
562,Kyle O'Quinn,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200113
563,James Ennis III,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200113
564,Team Totals,Philadelphia 76ers,240,37,89,0.416,6,33,0.182,15,19,0.789,12,40,52,17,6,4,11,21,95,0,240,0.488,0.449,0.371,0.213,24.5,75.5,51.0,45.9,6.4,6.7,10.2,100.0,101.4,107.8,20200113
565,Ben Simmons,Philadelphia 76ers,41:07,9,13,0.692,0,0,0.0,2,7,0.286,2,4,6,11,1,1,4,5,20,8,41:07,0.622,0.692,0.0,0.538,5.1,9.9,7.5,37.2,1.2,1.9,19.9,21.1,120.0,111.0,20200115
566,Josh Richardson,Philadelphia 76ers,36:41,5,12,0.417,1,4,0.25,4,4,1.0,1,4,5,2,1,3,2,2,15,7,36:41,0.545,0.458,0.333,0.333,2.8,11.1,7.0,6.8,1.3,6.3,12.7,18.6,109.0,107.0,20200115
567,Tobias Harris,Philadelphia 76ers,35:22,14,20,0.7,4,6,0.667,2,3,0.667,1,9,10,3,1,0,0,1,34,6,35:22,0.797,0.8,0.3,0.15,3.0,26.0,14.6,15.7,1.4,0.0,0.0,26.1,164.0,108.0,20200115
568,Al Horford,Philadelphia 76ers,32:40,4,14,0.286,2,9,0.222,4,4,1.0,2,6,8,6,2,1,1,2,14,15,32:40,0.444,0.357,0.643,0.286,6.4,18.8,12.6,22.5,3.0,2.4,6.0,22.2,114.0,104.0,20200115
569,Matisse Thybulle,Philadelphia 76ers,26:56,2,4,0.5,1,3,0.333,0,0,0.0,0,3,3,1,2,4,0,5,5,10,26:56,0.625,0.625,0.75,0.0,0.0,11.4,5.7,4.3,3.6,11.5,0.0,6.4,137.0,97.0,20200115
570,Furkan Korkmaz,Philadelphia 76ers,20:51,5,13,0.385,3,6,0.5,2,5,0.4,2,0,2,0,0,0,2,0,15,5,20:51,0.493,0.5,0.462,0.385,10.0,0.0,5.0,0.0,0.0,0.0,11.6,35.7,94.0,119.0,20200115
571,James Ennis III,Philadelphia 76ers,15:28,3,5,0.6,0,1,0.0,0,0,0.0,2,3,5,0,0,0,1,4,6,4,15:28,0.6,0.6,0.2,0.0,13.5,19.8,16.7,0.0,0.0,0.0,16.7,16.8,112.0,111.0,20200115
572,Norvel Pelle,Philadelphia 76ers,12:39,2,2,1.0,0,0,0.0,0,0,0.0,1,6,7,0,0,2,2,2,4,-4,12:39,1.0,1.0,0.0,0.0,8.2,48.4,28.6,0.0,0.0,12.2,50.0,13.7,90.0,94.0,20200115
573,Mike Scott,Philadelphia 76ers,11:23,0,1,0.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,1,0,1,11:23,0.0,0.0,0.0,0.0,18.3,9.0,13.6,0.0,0.0,0.0,0.0,3.8,108.0,115.0,20200115
574,Raul Neto,Philadelphia 76ers,6:53,1,4,0.25,0,1,0.0,2,2,1.0,0,0,0,2,0,0,0,1,4,3,6:53,0.41,0.25,0.25,0.5,0.0,0.0,0.0,36.7,0.0,0.0,0.0,30.7,113.0,117.0,20200115
575,Trey Burke,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200115
576,Kyle O'Quinn,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200115
577,Shake Milton,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200115
578,Team Totals,Philadelphia 76ers,240,45,88,0.511,11,30,0.367,16,25,0.64,13,36,49,25,7,11,12,23,117,0,240,0.591,0.574,0.341,0.284,28.3,76.6,52.7,55.6,7.1,17.7,10.8,100.0,118.9,107.8,20200115
579,Ben Simmons,Philadelphia 76ers,37:09,10,17,0.588,0,0,0.0,0,0,0.0,3,8,11,7,1,0,2,2,20,17,37:09,0.588,0.588,0.0,0.0,9.7,25.2,17.5,33.4,1.4,0.0,10.5,25.1,121.0,99.0,20200117
580,Tobias Harris,Philadelphia 76ers,36:10,5,12,0.417,0,3,0.0,3,3,1.0,0,3,3,4,2,0,1,1,13,19,36:10,0.488,0.417,0.25,0.25,0.0,9.7,4.9,15.9,2.9,0.0,7.0,19.4,105.0,98.0,20200117
581,Matisse Thybulle,Philadelphia 76ers,36:10,2,7,0.286,1,5,0.2,2,2,1.0,2,2,4,2,2,3,1,2,7,19,36:10,0.444,0.357,0.714,0.286,6.6,6.5,6.6,7.1,2.9,8.7,11.3,12.0,102.0,92.0,20200117
582,Al Horford,Philadelphia 76ers,32:20,8,14,0.571,2,6,0.333,2,2,1.0,1,4,5,6,0,1,2,1,20,12,32:20,0.672,0.643,0.429,0.143,3.7,14.5,9.2,31.7,0.0,3.2,11.8,25.6,127.0,101.0,20200117
583,Josh Richardson,Philadelphia 76ers,27:18,1,6,0.167,0,2,0.0,0,0,0.0,1,6,7,4,0,0,1,2,2,-5,27:18,0.167,0.167,0.333,0.0,4.4,25.7,15.2,18.4,0.0,0.0,14.3,12.6,69.0,101.0,20200117
584,Furkan Korkmaz,Philadelphia 76ers,26:45,8,11,0.727,6,9,0.667,2,2,1.0,0,4,4,0,0,1,1,1,24,6,26:45,1.01,1.0,0.818,0.182,0.0,17.5,8.9,0.0,0.0,3.9,7.8,23.6,161.0,100.0,20200117
585,Kyle O'Quinn,Philadelphia 76ers,15:40,3,5,0.6,0,1,0.0,0,0,0.0,1,4,5,2,2,2,1,2,6,-1,15:40,0.6,0.6,0.2,0.0,7.7,29.9,18.9,19.9,6.7,13.3,16.7,18.8,112.0,77.0,20200117
586,Raul Neto,Philadelphia 76ers,14:09,1,3,0.333,0,1,0.0,0,0,0.0,0,1,1,3,1,0,0,0,2,-7,14:09,0.333,0.333,0.333,0.0,0.0,8.3,4.2,27.8,3.7,0.0,0.0,10.4,108.0,97.0,20200117
587,James Ennis III,Philadelphia 76ers,11:17,2,4,0.5,0,1,0.0,2,2,1.0,1,2,3,1,1,0,2,1,6,-1,11:17,0.615,0.5,0.25,0.5,10.6,20.8,15.8,13.5,4.6,0.0,29.1,29.9,97.0,92.0,20200117
588,Mike Scott,Philadelphia 76ers,3:02,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,-4,3:02,0.0,0.0,0.333,0.0,0.0,38.6,19.5,39.6,0.0,0.0,0.0,48.5,23.0,99.0,20200117
589,Jonah Bolden,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200117
590,Trey Burke,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200117
591,Shake Milton,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200117
592,Team Totals,Philadelphia 76ers,240,40,82,0.488,9,29,0.31,11,11,1.0,9,35,44,30,9,7,11,12,100,0,240,0.576,0.543,0.354,0.134,22.5,85.4,54.3,75.0,9.8,15.2,11.2,100.0,109.2,97.2,20200117
593,Ben Simmons,Philadelphia 76ers,39:43,9,15,0.6,0,0,0.0,3,8,0.375,3,4,7,8,2,0,0,1,21,-3,39:43,0.567,0.6,0.0,0.533,8.8,10.1,9.5,41.8,2.6,0.0,0.0,22.5,129.0,94.0,20200118
594,Tobias Harris,Philadelphia 76ers,34:16,5,13,0.385,4,8,0.5,1,1,1.0,0,8,8,3,0,0,2,2,15,-2,34:16,0.558,0.538,0.615,0.077,0.0,23.3,12.6,15.6,0.0,0.0,13.0,21.8,95.0,95.0,20200118
595,Josh Richardson,Philadelphia 76ers,34:11,7,15,0.467,1,5,0.2,3,3,1.0,0,3,3,4,2,1,7,2,18,17,34:11,0.551,0.5,0.333,0.2,0.0,8.8,4.7,23.2,3.0,2.2,30.0,33.0,78.0,92.0,20200118
596,Al Horford,Philadelphia 76ers,32:51,2,9,0.222,0,5,0.0,0,0,0.0,0,7,7,4,0,0,1,3,4,-6,32:51,0.222,0.222,0.556,0.0,0.0,21.3,11.5,18.8,0.0,0.0,10.0,14.7,60.0,95.0,20200118
597,Matisse Thybulle,Philadelphia 76ers,29:04,2,5,0.4,1,3,0.333,0,0,0.0,1,2,3,2,1,1,2,1,5,-7,29:04,0.5,0.5,0.6,0.0,4.0,6.9,5.6,10.8,1.8,2.6,28.6,11.6,82.0,95.0,20200118
598,Furkan Korkmaz,Philadelphia 76ers,21:32,6,12,0.5,3,7,0.429,2,3,0.667,0,0,0,0,0,0,0,4,17,-7,21:32,0.638,0.625,0.583,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,116.0,102.0,20200118
599,Norvel Pelle,Philadelphia 76ers,15:09,0,0,0.0,0,0,0.0,0,0,0.0,0,4,4,2,0,2,0,2,0,9,15:09,0.0,0.0,0.0,0.0,0.0,26.4,14.2,18.6,0.0,10.1,0.0,0.0,229.0,86.0,20200118
600,Mike Scott,Philadelphia 76ers,13:44,0,2,0.0,0,1,0.0,0,0,0.0,1,5,6,2,2,0,1,4,0,5,13:44,0.0,0.0,0.5,0.0,8.5,36.4,23.6,20.6,7.4,0.0,33.3,10.6,53.0,73.0,20200118
601,James Ennis III,Philadelphia 76ers,11:12,1,2,0.5,1,2,0.5,3,4,0.75,0,2,2,0,1,0,0,0,6,3,11:12,0.798,0.75,1.0,2.0,0.0,17.9,9.6,0.0,4.6,0.0,0.0,16.2,158.0,88.0,20200118
602,Raul Neto,Philadelphia 76ers,8:16,2,5,0.4,0,1,0.0,0,0,0.0,0,1,1,1,0,2,0,0,4,6,8:16,0.4,0.4,0.2,0.0,0.0,12.1,6.5,25.9,0.0,18.4,0.0,29.2,84.0,87.0,20200118
603,Trey Burke,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200118
604,Shake Milton,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200118
605,Kyle O'Quinn,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200118
606,Team Totals,Philadelphia 76ers,240,34,78,0.436,10,32,0.313,12,19,0.632,5,36,41,26,8,6,13,19,90,0,240,0.521,0.5,0.41,0.244,12.2,75.0,46.1,76.5,8.5,9.5,13.1,100.0,95.8,92.6,20200118
607,Ben Simmons,Philadelphia 76ers,42:20,12,14,0.857,0,0,0.0,10,14,0.714,2,10,12,12,5,2,3,3,34,13,42:20,0.843,0.857,0.0,1.0,4.9,25.8,15.1,47.9,5.5,4.4,13.0,22.3,159.0,96.0,20200120
608,Tobias Harris,Philadelphia 76ers,33:46,5,17,0.294,3,10,0.3,2,2,1.0,0,6,6,0,1,1,0,3,15,-7,33:46,0.419,0.382,0.588,0.118,0.0,19.4,9.5,0.0,1.4,2.7,0.0,21.6,90.0,108.0,20200120
609,Matisse Thybulle,Philadelphia 76ers,32:53,1,7,0.143,0,5,0.0,1,3,0.333,2,2,4,3,4,1,2,1,3,7,32:53,0.18,0.143,0.714,0.429,6.3,6.6,6.5,10.8,5.7,2.8,19.4,12.8,60.0,103.0,20200120
610,Josh Richardson,Philadelphia 76ers,32:09,6,12,0.5,1,2,0.5,2,2,1.0,1,1,2,4,1,0,1,2,15,-10,32:09,0.582,0.542,0.167,0.167,3.2,3.4,3.3,18.1,1.5,0.0,7.2,17.6,123.0,114.0,20200120
611,Al Horford,Philadelphia 76ers,25:39,9,15,0.6,1,3,0.333,0,0,0.0,2,4,6,2,0,2,1,3,19,3,25:39,0.633,0.633,0.2,0.0,8.1,17.0,12.5,14.9,0.0,7.2,6.3,25.4,122.0,109.0,20200120
612,Furkan Korkmaz,Philadelphia 76ers,24:07,3,11,0.273,3,8,0.375,1,2,0.5,0,2,2,3,0,0,1,2,10,16,24:07,0.421,0.409,0.727,0.182,0.0,9.0,4.4,16.6,0.0,0.0,7.8,21.7,92.0,115.0,20200120
613,Raul Neto,Philadelphia 76ers,15:50,1,7,0.143,1,3,0.333,0,0,0.0,0,1,1,4,1,0,1,1,3,6,15:50,0.214,0.214,0.429,0.0,0.0,6.9,3.4,31.1,2.9,0.0,12.5,20.6,68.0,110.0,20200120
614,Mike Scott,Philadelphia 76ers,14:14,2,4,0.5,2,3,0.667,2,2,1.0,5,3,8,0,0,0,1,2,8,13,14:14,0.82,0.75,0.75,0.5,36.7,23.0,30.0,0.0,0.0,0.0,17.0,16.8,152.0,111.0,20200120
615,Jonah Bolden,Philadelphia 76ers,8:33,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,0,0,1,4,2,-2,8:33,0.5,0.5,0.5,0.0,0.0,12.8,6.2,0.0,0.0,0.0,33.3,14.3,60.0,112.0,20200120
616,Kyle O'Quinn,Philadelphia 76ers,5:59,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,2,3,-4,5:59,0.5,0.5,0.667,0.0,0.0,18.2,8.9,23.6,0.0,0.0,0.0,20.4,117.0,111.0,20200120
617,James Ennis III,Philadelphia 76ers,4:30,1,2,0.5,1,2,0.5,2,2,1.0,0,0,0,1,0,0,1,1,5,-5,4:30,0.868,0.75,1.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,25.8,35.1,133.0,117.0,20200120
618,Trey Burke,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200120
619,Shake Milton,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200120
620,Team Totals,Philadelphia 76ers,240,42,94,0.447,13,39,0.333,20,27,0.741,12,31,43,30,12,6,12,24,117,0,240,0.553,0.516,0.415,0.287,26.1,70.5,47.8,71.4,11.7,11.5,10.2,100.0,113.8,108.0,20200120
621,Tobias Harris,Philadelphia 76ers,40:43,7,18,0.389,4,10,0.4,4,5,0.8,0,6,6,4,1,2,1,3,22,-9,40:43,0.545,0.5,0.556,0.278,0.0,15.7,7.2,19.9,1.2,4.4,4.7,23.8,108.0,110.0,20200122
622,Ben Simmons,Philadelphia 76ers,37:58,5,7,0.714,0,0,0.0,7,9,0.778,2,8,10,8,2,0,8,3,17,-14,37:58,0.776,0.714,0.0,1.286,4.8,22.5,12.9,39.4,2.6,0.0,42.2,22.8,105.0,109.0,20200122
623,Al Horford,Philadelphia 76ers,36:15,3,11,0.273,1,6,0.167,0,0,0.0,2,8,10,7,2,0,0,0,7,-6,36:15,0.318,0.318,0.545,0.0,5.0,23.5,13.5,33.1,2.7,0.0,0.0,13.9,102.0,109.0,20200122
624,Matisse Thybulle,Philadelphia 76ers,27:23,5,12,0.417,3,9,0.333,0,0,0.0,0,2,2,0,2,0,2,5,13,-11,27:23,0.542,0.542,0.75,0.0,0.0,7.8,3.6,0.0,3.6,0.0,14.3,23.4,80.0,109.0,20200122
625,Josh Richardson,Philadelphia 76ers,3:52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,3:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,20200122
626,Furkan Korkmaz,Philadelphia 76ers,27:20,6,13,0.462,4,8,0.5,1,2,0.5,0,2,2,1,0,2,0,4,17,-2,27:20,0.612,0.615,0.615,0.154,0.0,7.8,3.6,8.2,0.0,6.6,0.0,23.2,113.0,112.0,20200122
627,Shake Milton,Philadelphia 76ers,22:31,3,10,0.3,3,6,0.5,0,0,0.0,1,3,4,2,0,0,1,4,9,-7,22:31,0.45,0.45,0.6,0.0,4.0,14.2,8.7,16.7,0.0,0.0,9.1,22.3,89.0,116.0,20200122
628,Mike Scott,Philadelphia 76ers,14:58,2,7,0.286,2,5,0.4,0,0,0.0,1,2,3,0,1,0,0,1,6,-2,14:58,0.429,0.429,0.714,0.0,6.1,14.3,9.8,0.0,3.3,0.0,0.0,21.4,87.0,109.0,20200122
629,Norvel Pelle,Philadelphia 76ers,11:45,0,2,0.0,0,0,0.0,1,2,0.5,1,3,4,0,0,2,1,1,1,-6,11:45,0.174,0.0,0.0,1.0,7.7,27.2,16.7,0.0,0.0,15.4,25.8,15.1,44.0,102.0,20200122
630,Raul Neto,Philadelphia 76ers,11:32,1,3,0.333,1,1,1.0,0,0,0.0,0,2,2,2,0,0,0,2,3,-3,11:32,0.5,0.5,0.333,0.0,0.0,18.5,8.5,29.9,0.0,0.0,0.0,11.9,121.0,115.0,20200122
