,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
1515,Ben Simmons,Philadelphia 76ers,35:13,5,11,0.455,0,0,0.0,5,6,0.833,4,5,9,7,0,1,3,3,15,2,35:13,0.55,0.455,0.0,0.545,13.0,13.6,13.3,36.4,0.0,2.4,18.0,20.4,122.0,108.0,20210223
1516,Danny Green,Philadelphia 76ers,31:58,3,9,0.333,3,9,0.333,2,3,0.667,2,3,5,2,3,0,2,2,11,6,31:58,0.533,0.5,1.0,0.333,7.2,9.0,8.2,10.5,4.6,0.0,16.2,16.6,105.0,101.0,20210223
1517,Furkan Korkmaz,Philadelphia 76ers,28:18,5,11,0.455,5,11,0.455,4,4,1.0,0,7,7,2,0,0,1,2,19,12,28:18,0.745,0.682,1.0,0.364,0.0,23.7,12.9,13.8,0.0,0.0,7.3,21.0,143.0,108.0,20210223
1518,Shake Milton,Philadelphia 76ers,29:40,4,10,0.4,3,6,0.5,0,0,0.0,0,1,1,2,0,1,1,0,11,-2,29:40,0.55,0.55,0.6,0.0,0.0,3.2,1.8,12.2,0.0,2.9,9.1,16.0,108.0,110.0,20210223
1519,Matisse Thybulle,Philadelphia 76ers,15:14,3,8,0.375,1,5,0.2,0,0,0.0,2,1,3,1,0,3,2,1,7,6,15:14,0.438,0.438,0.625,0.0,15.0,6.3,10.3,13.4,0.0,16.9,20.0,28.3,84.0,97.0,20210223
1520,Dwight Howard,Philadelphia 76ers,12:22,1,2,0.5,0,1,0.0,0,0,0.0,0,4,4,2,0,0,0,3,2,5,12:22,0.5,0.5,0.5,0.0,0.0,31.1,16.9,26.7,0.0,0.0,0.0,7.0,142.0,106.0,20210223
1521,Mike Scott,Philadelphia 76ers,12:12,1,2,0.5,1,1,1.0,0,0,0.0,0,5,5,1,0,0,2,0,3,1,12:12,0.75,0.75,0.5,0.0,0.0,39.3,21.4,13.5,0.0,0.0,50.0,14.2,73.0,104.0,20210223
1522,Isaiah Joe,Philadelphia 76ers,3:37,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-3,3:37,0.0,0.0,0.0,0.0,31.6,0.0,14.4,0.0,0.0,0.0,0.0,23.9,38.0,113.0,20210223
1523,Vincent Poirier,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210223
1524,Tyrese Maxey,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210223
1525,Tony Bradley,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210223
1526,Terrance Ferguson,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210223
1527,Team Totals,Philadelphia 76ers,240,33,80,0.413,17,38,0.447,26,30,0.867,12,42,54,24,5,8,18,15,109,0,240,0.585,0.519,0.475,0.375,28.6,84.0,58.7,72.7,5.1,14.3,16.2,100.0,111.9,104.7,20210223
1528,Ben Simmons,Philadelphia 76ers,32:17,6,11,0.545,0,0,0.0,3,5,0.6,1,2,3,7,2,1,0,0,15,15,32:17,0.568,0.545,0.0,0.455,3.1,7.3,5.0,34.6,3.1,3.4,0.0,18.2,134.0,103.0,20210225
1529,Seth Curry,Philadelphia 76ers,29:02,6,9,0.667,3,3,1.0,0,0,0.0,0,3,3,2,3,1,1,1,15,17,29:02,0.833,0.833,0.333,0.0,0.0,12.1,5.6,11.4,5.2,3.8,10.0,15.3,138.0,96.0,20210225
1530,Joel Embiid,Philadelphia 76ers,27:41,5,20,0.25,2,5,0.4,11,12,0.917,3,6,9,4,2,1,0,3,23,7,27:41,0.455,0.3,0.25,0.6,10.8,25.4,17.5,22.9,3.6,3.9,0.0,40.6,110.0,95.0,20210225
1531,Danny Green,Philadelphia 76ers,23:16,2,4,0.5,2,4,0.5,0,0,0.0,0,4,4,1,2,0,0,2,6,5,23:16,0.75,0.75,1.0,0.0,0.0,20.1,9.3,5.9,4.3,0.0,0.0,7.6,143.0,98.0,20210225
1532,Tobias Harris,Philadelphia 76ers,22:17,2,7,0.286,0,1,0.0,2,2,1.0,0,2,2,2,1,0,0,0,6,5,22:17,0.381,0.286,0.143,0.286,0.0,10.5,4.8,12.4,2.3,0.0,0.0,15.7,91.0,106.0,20210225
1533,Mike Scott,Philadelphia 76ers,21:37,2,5,0.4,2,5,0.4,0,0,0.0,0,3,3,0,0,0,0,0,6,16,21:37,0.6,0.6,1.0,0.0,0.0,16.2,7.5,0.0,0.0,0.0,0.0,10.3,111.0,109.0,20210225
1534,Shake Milton,Philadelphia 76ers,19:15,4,13,0.308,0,3,0.0,2,2,1.0,1,3,4,6,0,0,2,2,10,17,19:15,0.36,0.308,0.231,0.154,5.2,18.2,11.2,51.5,0.0,0.0,12.6,36.7,85.0,109.0,20210225
1535,Furkan Korkmaz,Philadelphia 76ers,18:59,3,7,0.429,2,5,0.4,1,2,0.5,0,1,1,2,0,0,0,2,9,3,18:59,0.571,0.571,0.714,0.286,0.0,6.2,2.8,16.1,0.0,0.0,0.0,18.4,119.0,113.0,20210225
1536,Dwight Howard,Philadelphia 76ers,16:13,6,7,0.857,0,1,0.0,2,2,1.0,3,5,8,1,1,3,3,2,14,14,16:13,0.888,0.857,0.143,0.286,18.5,36.1,26.6,13.9,3.1,20.2,27.6,29.8,126.0,84.0,20210225
1537,Matisse Thybulle,Philadelphia 76ers,10:01,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,3,0,3,10:01,0.0,0.0,1.0,0.0,0.0,11.7,5.4,0.0,0.0,0.0,0.0,4.4,0.0,111.0,20210225
1538,Isaiah Joe,Philadelphia 76ers,4:32,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,-7,4:32,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,129.0,115.0,20210225
1539,Tyrese Maxey,Philadelphia 76ers,4:32,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,2,2,-9,4:32,0.5,0.5,0.0,0.0,0.0,25.8,11.9,37.3,0.0,0.0,0.0,19.6,116.0,106.0,20210225
1540,Tony Bradley,Philadelphia 76ers,4:06,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-7,4:06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,200.0,115.0,20210225
1541,Terrance Ferguson,Philadelphia 76ers,4:06,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-7,4:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,114.0,20210225
1542,Vincent Poirier,Philadelphia 76ers,2:06,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-2,2:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,21.2,0.0,114.0,20210225
1543,Team Totals,Philadelphia 76ers,240,39,90,0.433,12,29,0.414,21,25,0.84,8,31,39,26,11,6,7,19,111,0,240,0.55,0.5,0.322,0.278,16.7,75.6,43.8,66.7,11.5,13.6,6.5,100.0,116.2,101.5,20210225
1544,Ben Simmons,Philadelphia 76ers,40:47,11,17,0.647,1,1,1.0,1,4,0.25,1,6,7,8,1,0,7,4,24,-3,40:47,0.64,0.676,0.059,0.235,2.8,15.3,9.3,43.9,1.2,0.0,27.2,28.5,98.0,106.0,20210227
1545,Joel Embiid,Philadelphia 76ers,40:28,13,22,0.591,2,3,0.667,14,16,0.875,3,10,13,6,1,2,3,4,42,5,40:28,0.723,0.636,0.136,0.727,8.4,25.7,17.4,37.5,1.2,3.6,9.4,35.7,139.0,100.0,20210227
1546,Seth Curry,Philadelphia 76ers,38:49,1,13,0.077,1,7,0.143,1,2,0.5,0,2,2,2,1,0,1,1,4,7,38:49,0.144,0.115,0.538,0.154,0.0,5.4,2.8,7.5,1.3,0.0,6.7,17.3,38.0,109.0,20210227
1547,Danny Green,Philadelphia 76ers,36:41,3,8,0.375,3,8,0.375,0,0,0.0,1,3,4,1,2,3,2,4,9,-1,36:41,0.563,0.563,1.0,0.0,3.1,8.5,5.9,4.3,2.7,5.9,20.0,12.3,90.0,101.0,20210227
1548,Furkan Korkmaz,Philadelphia 76ers,19:34,3,9,0.333,1,5,0.2,1,3,0.333,1,3,4,1,0,0,1,1,8,-3,19:34,0.388,0.389,0.556,0.333,5.8,15.9,11.1,9.1,0.0,0.0,8.8,26.1,79.0,109.0,20210227
1549,Shake Milton,Philadelphia 76ers,31:41,3,8,0.375,0,2,0.0,5,6,0.833,1,5,6,2,1,2,1,5,11,-5,31:41,0.517,0.375,0.25,0.75,3.6,16.4,10.2,10.1,1.5,4.6,8.6,16.6,108.0,102.0,20210227
1550,Mike Scott,Philadelphia 76ers,19:03,2,2,1.0,1,1,1.0,0,2,0.0,0,4,4,1,1,0,1,1,5,-1,19:03,0.868,1.25,0.5,1.0,0.0,21.8,11.4,8.6,2.6,0.0,25.8,9.2,103.0,101.0,20210227
1551,Matisse Thybulle,Philadelphia 76ers,17:27,2,3,0.667,1,1,1.0,0,0,0.0,0,1,1,1,2,1,0,2,5,-6,17:27,0.833,0.833,0.333,0.0,0.0,6.0,3.1,9.5,5.6,4.2,0.0,7.8,162.0,97.0,20210227
1552,Dwight Howard,Philadelphia 76ers,12:31,0,1,0.0,0,0,0.0,1,2,0.5,1,3,4,2,0,1,3,4,1,-8,12:31,0.266,0.0,0.0,2.0,9.0,24.9,17.3,22.3,0.0,5.8,61.5,17.6,52.0,101.0,20210227
1553,Tyrese Maxey,Philadelphia 76ers,7:57,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,1,0,0,0,0,7:57,0.0,0.0,0.0,0.0,0.0,13.1,6.8,17.5,0.0,9.1,0.0,0.0,226.0,103.0,20210227
1554,Vincent Poirier,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210227
1555,Isaiah Joe,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210227
1556,Tony Bradley,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210227
1557,Terrance Ferguson,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210227
1558,Team Totals,Philadelphia 76ers,265,38,83,0.458,10,28,0.357,23,35,0.657,8,38,46,25,9,10,19,26,109,0,265,0.554,0.518,0.337,0.422,17.0,74.5,46.9,65.8,8.3,13.7,16.2,100.0,100.4,103.2,20210227
1559,Ben Simmons,Philadelphia 76ers,27:55,7,11,0.636,0,0,0.0,4,4,1.0,2,4,6,2,2,0,4,2,18,25,27:55,0.705,0.636,0.0,0.364,10.7,16.8,14.1,9.1,3.2,0.0,23.9,25.3,116.0,105.0,20210301
1560,Joel Embiid,Philadelphia 76ers,26:59,10,17,0.588,1,2,0.5,3,3,1.0,0,13,13,5,0,1,2,1,24,22,26:59,0.655,0.618,0.118,0.176,0.0,56.4,31.7,27.6,0.0,2.9,9.8,31.7,128.0,103.0,20210301
1561,Mike Scott,Philadelphia 76ers,24:37,4,4,1.0,3,3,1.0,0,0,0.0,0,4,4,0,4,0,2,0,11,12,24:37,1.375,1.375,0.75,0.0,0.0,19.0,10.7,0.0,7.3,0.0,33.3,10.3,143.0,96.0,20210301
1562,Seth Curry,Philadelphia 76ers,22:35,3,6,0.5,1,3,0.333,0,0,0.0,0,0,0,5,1,0,1,0,7,12,22:35,0.583,0.583,0.5,0.0,0.0,0.0,0.0,24.4,2.0,0.0,14.3,13.0,127.0,110.0,20210301
1563,Danny Green,Philadelphia 76ers,19:15,1,5,0.2,1,5,0.2,0,0,0.0,0,1,1,1,1,1,0,2,3,12,19:15,0.3,0.3,1.0,0.0,0.0,6.1,3.4,5.2,2.3,4.0,0.0,10.9,77.0,105.0,20210301
1564,Shake Milton,Philadelphia 76ers,29:57,9,14,0.643,3,5,0.6,5,5,1.0,1,3,4,4,0,0,2,4,26,4,29:57,0.802,0.75,0.357,0.357,5.0,11.7,8.8,18.0,0.0,0.0,11.0,25.6,150.0,113.0,20210301
1565,Furkan Korkmaz,Philadelphia 76ers,22:41,6,14,0.429,6,13,0.462,1,2,0.5,0,2,2,2,1,2,2,1,19,9,22:41,0.638,0.643,0.929,0.143,0.0,10.3,5.8,11.3,2.0,6.8,11.8,31.3,113.0,103.0,20210301
1566,Matisse Thybulle,Philadelphia 76ers,20:52,1,6,0.167,0,3,0.0,2,2,1.0,1,0,1,3,0,0,1,2,4,8,20:52,0.291,0.167,0.5,0.333,7.2,0.0,3.2,14.5,0.0,0.0,12.7,15.9,86.0,115.0,20210301
1567,Tyrese Maxey,Philadelphia 76ers,17:10,2,3,0.667,0,1,0.0,0,0,0.0,0,2,2,5,0,1,1,3,4,-8,17:10,0.667,0.667,0.333,0.0,0.0,13.6,7.7,31.5,0.0,4.5,25.0,9.8,138.0,109.0,20210301
1568,Dwight Howard,Philadelphia 76ers,15:16,4,4,1.0,0,0,0.0,0,0,0.0,2,4,6,0,1,0,2,3,8,-1,15:16,1.0,1.0,0.0,0.0,19.7,30.7,25.8,0.0,2.9,0.0,33.3,16.5,129.0,103.0,20210301
1569,Tony Bradley,Philadelphia 76ers,5:45,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,4,-5,5:45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,14.6,200.0,104.0,20210301
1570,Terrance Ferguson,Philadelphia 76ers,5:25,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,2,-5,5:25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,23.3,49.0,115.0,20210301
1571,Vincent Poirier,Philadelphia 76ers,1:32,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,1:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,115.0,20210301
1572,Team Totals,Philadelphia 76ers,240,50,88,0.568,15,35,0.429,15,16,0.938,6,33,39,27,10,6,19,19,130,0,240,0.684,0.653,0.398,0.182,18.8,80.5,53.4,54.0,9.3,9.7,16.7,100.0,121.3,106.4,20210301
1573,Ben Simmons,Philadelphia 76ers,41:37,8,11,0.727,0,0,0.0,1,2,0.5,2,2,4,6,1,0,5,3,17,10,41:37,0.715,0.727,0.0,0.182,5.3,4.7,5.0,20.2,1.2,0.0,29.6,18.0,112.0,118.0,20210303
1574,Joel Embiid,Philadelphia 76ers,39:36,14,27,0.519,2,5,0.4,10,13,0.769,4,15,19,3,1,2,2,3,40,10,39:36,0.611,0.556,0.185,0.481,11.2,37.2,24.9,13.7,1.2,4.8,5.8,38.9,125.0,104.0,20210303
1575,Tobias Harris,Philadelphia 76ers,38:17,9,18,0.5,0,3,0.0,4,5,0.8,0,10,10,2,1,1,0,2,22,7,38:17,0.545,0.5,0.167,0.278,0.0,25.6,13.6,7.8,1.3,2.5,0.0,23.4,115.0,109.0,20210303
1576,Seth Curry,Philadelphia 76ers,34:56,5,7,0.714,2,4,0.5,2,2,1.0,0,2,2,3,1,0,1,4,14,2,34:56,0.888,0.857,0.571,0.286,0.0,5.6,3.0,11.3,1.4,0.0,11.3,11.3,159.0,117.0,20210303
1577,Danny Green,Philadelphia 76ers,22:16,1,6,0.167,1,5,0.2,0,0,0.0,0,4,4,0,1,1,0,0,3,-6,22:16,0.25,0.25,0.833,0.0,0.0,17.6,9.3,0.0,2.2,4.3,0.0,12.0,53.0,109.0,20210303
1578,Shake Milton,Philadelphia 76ers,28:21,4,11,0.364,0,4,0.0,4,4,1.0,1,0,1,3,1,0,2,3,12,14,28:21,0.47,0.364,0.364,0.364,3.9,0.0,1.8,13.8,1.7,0.0,13.6,23.1,96.0,118.0,20210303
1579,Matisse Thybulle,Philadelphia 76ers,19:23,0,1,0.0,0,0,0.0,0,0,0.0,0,4,4,1,2,1,0,0,0,4,19:23,0.0,0.0,0.0,0.0,0.0,20.3,10.7,5.7,5.0,4.9,0.0,2.3,53.0,101.0,20210303
1580,Mike Scott,Philadelphia 76ers,15:49,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,2,0,0,0,0,3,-3,15:49,0.75,0.75,1.0,0.0,0.0,6.2,3.3,15.0,0.0,0.0,0.0,5.6,165.0,120.0,20210303
1581,Furkan Korkmaz,Philadelphia 76ers,12:27,2,4,0.5,1,1,1.0,3,3,1.0,0,1,1,0,0,0,1,2,8,0,12:27,0.752,0.625,0.25,0.75,0.0,7.9,4.2,0.0,0.0,0.0,15.8,22.5,126.0,119.0,20210303
1582,Dwight Howard,Philadelphia 76ers,12:18,4,6,0.667,1,1,1.0,3,6,0.5,1,3,4,2,1,1,0,0,12,2,12:18,0.694,0.75,0.167,1.0,9.0,23.9,16.9,28.0,3.9,7.7,0.0,31.2,149.0,100.0,20210303
1583,Tyrese Maxey,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210303
1584,Terrance Ferguson,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210303
1585,Tony Bradley,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210303
1586,Vincent Poirier,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210303
1587,Team Totals,Philadelphia 76ers,265,48,93,0.516,8,25,0.32,27,35,0.771,8,42,50,22,9,6,11,17,131,0,265,0.604,0.559,0.269,0.376,16.7,77.8,49.0,45.8,8.2,10.7,9.2,100.0,119.0,111.7,20210303
1588,Danny Green,Philadelphia 76ers,33:03,3,9,0.333,3,7,0.429,0,0,0.0,1,5,6,4,0,1,0,1,9,21,33:03,0.5,0.5,0.778,0.0,3.4,18.2,10.5,11.9,0.0,2.7,0.0,10.9,131.0,109.0,20210311
1589,Matisse Thybulle,Philadelphia 76ers,28:28,5,5,1.0,3,3,1.0,0,0,0.0,3,1,4,1,5,0,1,2,13,14,28:28,1.3,1.3,0.6,0.0,11.8,4.2,8.1,3.8,8.4,0.0,16.7,8.5,201.0,95.0,20210311
1590,Seth Curry,Philadelphia 76ers,25:24,5,15,0.333,1,6,0.167,1,1,1.0,0,2,2,7,2,0,1,1,12,10,25:24,0.389,0.367,0.4,0.067,0.0,9.4,4.6,30.4,3.7,0.0,6.1,26.0,102.0,104.0,20210311
1591,Tobias Harris,Philadelphia 76ers,25:09,8,15,0.533,1,3,0.333,7,8,0.875,0,3,3,4,0,0,1,0,24,12,25:09,0.648,0.567,0.2,0.533,0.0,14.3,6.9,20.2,0.0,0.0,5.1,31.1,139.0,112.0,20210311
1592,Tony Bradley,Philadelphia 76ers,21:34,7,7,1.0,0,0,0.0,0,0,0.0,3,2,5,0,0,3,0,2,14,9,21:34,1.0,1.0,0.0,0.0,15.5,11.1,13.4,0.0,0.0,12.4,0.0,13.0,203.0,103.0,20210311
1593,Furkan Korkmaz,Philadelphia 76ers,24:23,7,14,0.5,1,6,0.167,1,2,0.5,1,0,1,4,3,0,2,1,16,11,24:23,0.538,0.536,0.429,0.143,4.6,0.0,2.4,20.1,5.9,0.0,11.8,27.8,111.0,101.0,20210311
1594,Dwight Howard,Philadelphia 76ers,24:16,8,12,0.667,0,1,0.0,2,4,0.5,3,9,12,0,1,2,2,5,18,9,24:16,0.654,0.667,0.083,0.333,13.8,44.5,28.6,0.0,2.0,7.3,12.7,26.1,121.0,95.0,20210311
1595,Shake Milton,Philadelphia 76ers,24:09,5,15,0.333,0,2,0.0,0,0,0.0,1,7,8,3,0,1,2,2,10,10,24:09,0.333,0.333,0.133,0.0,4.6,34.8,19.2,13.8,0.0,3.7,11.8,28.3,78.0,105.0,20210311
1596,Mike Scott,Philadelphia 76ers,22:51,2,4,0.5,1,3,0.333,0,0,0.0,0,2,2,1,0,0,1,1,5,10,22:51,0.625,0.625,0.75,0.0,0.0,10.5,5.1,4.3,0.0,0.0,20.0,8.8,107.0,113.0,20210311
1597,Tyrese Maxey,Philadelphia 76ers,4:32,2,4,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,4:32,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,105.0,115.0,20210311
1598,Vincent Poirier,Philadelphia 76ers,3:11,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,1,2,2,3:11,0.5,0.5,0.0,0.0,35.1,37.7,36.3,39.8,0.0,0.0,0.0,25.2,142.0,107.0,20210311
1599,Terrance Ferguson,Philadelphia 76ers,3:00,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,3:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,115.0,20210311
1600,Team Totals,Philadelphia 76ers,240,53,103,0.515,10,33,0.303,11,15,0.733,13,32,45,25,11,7,10,16,127,0,240,0.579,0.563,0.32,0.146,30.2,80.0,54.2,47.2,10.9,13.0,8.4,100.0,125.9,104.1,20210311
1601,Danny Green,Philadelphia 76ers,31:28,5,9,0.556,2,5,0.4,0,0,0.0,0,6,6,4,2,1,0,1,12,24,31:28,0.667,0.667,0.556,0.0,0.0,20.3,11.3,14.7,3.0,2.6,0.0,12.1,151.0,97.0,20210312
1602,Seth Curry,Philadelphia 76ers,29:57,4,11,0.364,1,3,0.333,5,5,1.0,0,4,4,3,1,0,2,1,14,23,29:57,0.53,0.409,0.273,0.455,0.0,14.2,7.9,11.3,1.6,0.0,13.2,21.4,109.0,103.0,20210312
1603,Tobias Harris,Philadelphia 76ers,23:28,7,12,0.583,0,0,0.0,0,0,0.0,1,7,8,3,1,1,4,2,14,19,23:28,0.583,0.583,0.0,0.0,5.7,31.8,20.2,17.7,2.0,3.5,25.0,28.7,97.0,97.0,20210312
1604,Matisse Thybulle,Philadelphia 76ers,21:38,4,6,0.667,0,0,0.0,0,0,0.0,3,0,3,2,3,1,1,4,8,22,21:38,0.667,0.667,0.0,0.0,18.5,0.0,8.2,11.1,6.5,3.8,14.3,13.6,138.0,90.0,20210312
1605,Joel Embiid,Philadelphia 76ers,20:24,8,11,0.727,1,1,1.0,6,6,1.0,2,5,7,3,0,2,3,2,23,22,20:24,0.843,0.773,0.091,0.545,13.1,26.1,20.3,23.4,0.0,8.1,18.0,34.4,146.0,97.0,20210312
1606,Shake Milton,Philadelphia 76ers,26:24,8,14,0.571,1,3,0.333,1,1,1.0,0,2,2,4,2,0,2,2,18,10,26:24,0.623,0.607,0.214,0.071,0.0,8.1,4.5,21.1,3.6,0.0,12.2,26.2,120.0,100.0,20210312
1607,Furkan Korkmaz,Philadelphia 76ers,24:32,5,11,0.455,4,5,0.8,4,4,1.0,1,2,3,3,2,0,1,1,18,7,24:32,0.705,0.636,0.455,0.364,5.4,8.7,7.2,15.0,3.8,0.0,7.3,23.6,146.0,99.0,20210312
1608,Mike Scott,Philadelphia 76ers,21:12,2,4,0.5,2,2,1.0,0,0,0.0,0,2,2,2,1,0,0,0,6,12,21:12,0.75,0.75,0.5,0.0,0.0,10.1,5.6,10.2,2.2,0.0,0.0,7.9,166.0,103.0,20210312
1609,Dwight Howard,Philadelphia 76ers,18:25,2,4,0.5,0,1,0.0,2,2,1.0,3,7,10,1,0,1,2,4,6,1,18:25,0.615,0.5,0.25,0.5,21.7,40.5,32.2,6.0,0.0,4.5,29.1,15.7,115.0,98.0,20210312
1610,Tony Bradley,Philadelphia 76ers,9:11,3,4,0.75,0,0,0.0,0,0,0.0,0,3,3,1,0,0,0,1,6,3,9:11,0.75,0.75,0.0,0.0,0.0,34.8,19.4,15.7,0.0,0.0,0.0,18.4,157.0,103.0,20210312
1611,Tyrese Maxey,Philadelphia 76ers,6:19,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-1,6:19,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,106.0,109.0,20210312
1612,Terrance Ferguson,Philadelphia 76ers,3:31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,1,0,-6,3:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,100.0,12.0,0.0,78.0,20210312
1613,Vincent Poirier,Philadelphia 76ers,3:31,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-6,3:31,0.0,0.0,0.5,0.0,0.0,30.3,16.9,0.0,0.0,0.0,0.0,24.0,0.0,105.0,20210312
1614,Team Totals,Philadelphia 76ers,240,49,90,0.544,11,21,0.524,18,18,1.0,10,39,49,26,13,6,16,19,127,0,240,0.648,0.606,0.233,0.2,27.8,86.7,60.5,53.1,12.8,10.3,14.0,100.0,124.6,99.1,20210312
1615,Tobias Harris,Philadelphia 76ers,28:30,10,18,0.556,1,2,0.5,2,2,1.0,3,6,9,7,2,1,1,1,23,36,28:30,0.609,0.583,0.111,0.111,14.4,19.8,17.6,30.1,3.5,2.6,5.0,29.4,145.0,97.0,20210314
1616,Seth Curry,Philadelphia 76ers,26:15,9,16,0.563,3,6,0.5,0,0,0.0,1,3,4,4,0,0,0,3,21,29,26:15,0.656,0.656,0.375,0.0,5.2,10.8,8.5,18.5,0.0,0.0,0.0,25.7,152.0,109.0,20210314
1617,Ben Simmons,Philadelphia 76ers,26:02,6,9,0.667,0,0,0.0,2,5,0.4,1,3,4,9,1,0,3,0,14,21,26:02,0.625,0.667,0.0,0.556,5.3,10.8,8.6,36.9,1.9,0.0,21.1,23.0,126.0,105.0,20210314
